RECTYPE,LEA,URN,SCHNAME,PCODE,TPUP,KS2APS,TPRIORLO,TPRIORAV,TPRIORHI,TFSMCLA,PTFSMCLA,TNOTFSMCLA,PT24ENGPRG_PTQ,PT24MATHPRG_PTQ,PT24ENGPRGLO_PTQ,PT24ENGPRGAV_PTQ,PT24ENGPRGHI_PTQ,PT24MATHPRGLO_PTQ,PT24MATHPRGAV_PTQ,PT24MATHPRGHI_PTQ,PTAC5EM_PTQ,PTAC5EMLO_PTQ,PTAC5EMAV_PTQ,PTAC5EMHI_PTQ,TEBACC_E_PTQ,PTEBACC_PTQ,PTEBACENG_PTQ,PTEBACMAT_PTQ,B8VAMEA_PTQ,B8VAMEA_LO_PTQ,B8VAMEA_AV_PTQ,B8VAMEA_HI_PTQ,TAC5EMFSM_PTQ,PTAC5EMFSM_PTQ,TAC5EMNFSM_PTQ,PTAC5EMNFSM_PTQ,TEBACC_ELO_PTQ,TEBACC_EAV_PTQ,TEBACC_EHI_PTQ,PTEBACC_EFSM_PTQ,PTEBACC_ENFSM_PTQ,PTEBACCLO_PTQ,PTEBACCAV_PTQ,PTEBACCHI_PTQ,PTEBACC_FSM_PTQ,PTEBACC_NFSM_PTQ,B8VAMEA_FSM_PTQ,B8VAMEA_NFSM_PTQ,TTAPSPEPP_PTQ,TrustSchoolFlag (name),Trusts (name),TypeOfEstablishment (name),LEA_NAME,REGION,PTAC5EM_PTQ_weighted,PTAC5EMFSM_PTQ_weighted,PTAC5EMNFSM_PTQ_weighted,PTAC5EMLO_PTQ_weighted,PTAC5EMAV_PTQ_weighted,PTAC5EMHI_PTQ_weighted,PTEBACMAT_PTQ_weighted,PTEBACENG_PTQ_weighted,PTEBACC_PTQ_weighted,PTEBACC_FSM_PTQ_weighted,PTEBACC_NFSM_PTQ_weighted,PTEBACCLO_PTQ_weighted,PTEBACCAV_PTQ_weighted,PTEBACCHI_PTQ_weighted,PT24ENGPRG_PTQ_weighted,PT24ENGPRGLO_PTQ_weighted,PT24ENGPRGAV_PTQ_weighted,PT24ENGPRGHI_PTQ_weighted,PT24MATHPRG_PTQ_weighted,PT24MATHPRGLO_PTQ_weighted,PT24MATHPRGAV_PTQ_weighted,PT24MATHPRGHI_PTQ_weighted,B8VAMEA_PTQ_weighted,B8VAMEA_FSM_PTQ_weighted,B8VAMEA_NFSM_PTQ_weighted,B8VAMEA_LO_PTQ_weighted,B8VAMEA_AV_PTQ_weighted,B8VAMEA_HI_PTQ_weighted,KS2APS_weighted,PTFSMCLA_weighted,TTAPSPEPP_PTQ_weighted,EstablishmentGroup
SCH,877.0,139506.0,Penketh High School,WA5 2BY,251.0,27.7,37.0,130.0,74.0,65.0,26.0,186.0,71.0,56.0,35.0,70.0,92.0,14.0,57.0,76.0,46.0,0.0,36.0,91.0,113.0,18.0,65.0,57.0,981.8,951.3,985.3,990.9,17.0,26.0,99.0,53.0,1.0,50.0,61.0,23.0,53.0,0.0,7.0,49.0,8.0,22.0,941.8,995.4,37.2,Linked to a trust/single academy trust,Penketh Academy Trust,Academy Converter,Warrington,North West,116.0,17.0,99.0,0.0,46.8,67.34,143.07000000000002,163.15,20.34,1.1960000000000002,21.6876,0.0,3.5000000000000004,29.89,178.20999999999998,12.950000000000001,91.00000000000001,68.08,140.56,5.180000000000001,74.10000000000001,56.24,246431.8,61217.0,185144.4,35198.1,128089.0,73326.59999999999,6952.7,65.0,9337.2,Academies
SCH,877.0,111454.0,St Gregory's Catholic High School,WA5 1HG,193.0,28.9,14.0,94.0,82.0,23.0,12.0,170.0,71.0,66.0,21.0,62.0,90.0,21.0,60.0,82.0,60.0,0.0,41.0,93.0,93.0,37.0,73.0,73.0,1006.9,966.1,1012.6,1007.3,4.0,17.0,112.0,66.0,0.0,33.0,59.0,13.0,53.0,0.0,22.0,61.0,4.0,41.0,956.9,1013.8,42.3,Not applicable,,Voluntary Aided School,Warrington,North West,116.0,4.0,112.0,0.0,38.540000000000006,76.26,140.89,140.89,34.41,0.11960000000000001,36.94100000000001,0.0,7.26,35.99,137.03,2.94,58.28,73.8,127.38000000000001,2.94,56.4,67.24000000000001,194331.69999999998,22008.7,172346.0,13525.4,95184.40000000001,82598.59999999999,5577.7,23.0,8163.9,LA maintained schools
SCH,877.0,133672.0,Sir Thomas Boteler Church of England High School,WA4 1JL,138.0,28.0,15.0,82.0,39.0,52.0,38.0,86.0,38.0,40.0,27.0,29.0,62.0,0.0,37.0,62.0,27.0,0.0,11.0,72.0,35.0,13.0,39.0,51.0,935.2,939.0,929.0,946.6,6.0,12.0,31.0,36.0,1.0,16.0,18.0,12.0,34.0,0.0,4.0,38.0,2.0,20.0,915.2,947.5,33.7,Not applicable,,Voluntary Aided School,Warrington,North West,37.0,6.0,31.0,0.0,9.02,28.08,70.38,53.82,4.55,0.12480000000000001,5.848000000000001,0.0,0.64,6.84,52.44,4.050000000000001,23.779999999999998,24.18,55.2,0.0,30.34,24.18,129057.6,47590.4,81485.0,14085.0,76178.0,36917.4,3864.0,52.0,4650.6,LA maintained schools
SCH,877.0,139072.0,University Academy Warrington,WA2 0LN,124.0,26.5,23.0,77.0,22.0,39.0,31.0,85.0,88.0,61.0,87.0,84.0,100.0,39.0,65.0,68.0,47.0,4.0,45.0,100.0,40.0,17.0,77.0,58.0,1008.6,1022.2,1004.3,1009.7,13.0,33.0,45.0,53.0,0.0,24.0,16.0,8.0,44.0,0.0,9.0,64.0,5.0,22.0,997.5,1013.9,38.4,Linked to a multi-academy trust,University of Chester Academies Trust,Academy Sponsor Led,Warrington,North West,58.0,13.0,45.0,0.92,34.65,22.0,71.92,95.48,6.800000000000001,0.15600000000000003,8.228,0.0,2.16,10.24,109.12,20.01,64.67999999999999,22.0,75.64,8.97,50.050000000000004,14.96,125066.40000000001,38902.5,86181.5,23510.600000000002,77331.09999999999,22213.4,3286.0,39.0,4761.599999999999,Academies
LA,877.0,,,,2404.0,28.1,286.0,1245.0,820.0,488.0,20.3,1916.0,71.4,64.4,44.1,67.0,88.3,22.4,61.9,83.0,55.9,1.4,45.0,93.0,1020.0,25.0,69.0,68.0,,,,,135.0,27.7,1208.0,63.0,12.0,427.0,569.0,16.2,49.1,0.0,11.7,54.6,6.8,29.6,,,39.7,,,,Warrington,North West,1343.0,135.0,1208.0,4.004,560.25,762.6,1634.72,1658.7600000000002,255.0,5.375808,278.46377600000005,0.0,49.958999999999996,310.67400000000004,1716.4560000000001,126.126,834.1500000000001,724.0600000000001,1548.176,64.064,770.655,680.6,,,,,,,67552.40000000001,488.0,95438.8,
SCH,878.0,113497.0,The Axe Valley Community College,EX13 5EA,148.0,27.5,21.0,81.0,40.0,29.0,20.0,119.0,70.0,71.0,52.0,72.0,75.0,19.0,75.0,90.0,57.0,0.0,58.0,83.0,43.0,18.0,66.0,70.0,1003.0,961.4,1015.6,998.4,9.0,31.0,75.0,63.0,0.0,17.0,23.0,17.0,32.0,0.0,11.0,35.0,10.0,19.0,980.1,1008.0,38.9,Not applicable,,Community School,Devon,South West,84.0,9.0,75.0,0.0,46.98,33.2,103.60000000000001,97.68,7.739999999999999,0.4930000000000001,7.2352,0.0,1.87,8.05,103.60000000000001,10.92,58.32,30.0,105.08,3.99,60.75,36.0,148444.0,28422.9,119952.0,20189.399999999998,82263.6,39936.0,4070.0,29.0,5757.2,LA maintained schools
SCH,878.0,113516.0,Bideford College,EX39 3AR,245.0,26.9,48.0,138.0,52.0,66.0,27.0,179.0,48.0,68.0,17.0,49.0,75.0,27.0,73.0,88.0,47.0,4.0,44.0,94.0,72.0,16.0,51.0,68.0,995.0,986.8,997.3,996.5,17.0,26.0,97.0,54.0,0.0,37.0,31.0,14.0,35.0,0.0,10.0,46.0,5.0,20.0,953.3,1010.7,37.6,-,,Foundation School,Devon,South West,114.0,17.0,97.0,1.92,60.72,48.88,166.60000000000002,124.95,11.52,0.462,12.530000000000001,0.0,3.7,14.26,117.6,8.16,67.62,39.0,166.60000000000002,12.96,100.74,45.76,243775.0,62917.799999999996,180915.30000000002,47366.399999999994,137627.4,51818.0,6590.5,66.0,9212.0,LA maintained schools
SCH,878.0,138041.0,Braunton Academy,EX33 2BP,126.0,27.7,18.0,75.0,31.0,16.0,13.0,110.0,87.0,69.0,67.0,87.0,100.0,28.0,67.0,97.0,60.0,6.0,56.0,100.0,23.0,14.0,76.0,66.0,1013.8,980.2,1012.6,1036.2,4.0,25.0,71.0,65.0,0.0,8.0,14.0,25.0,17.0,0.0,7.0,39.0,19.0,14.0,960.0,1020.6,40.3,Linked to a trust/single academy trust,Braunton School and Community College Academy Trust,Academy Converter,Devon,South West,75.0,4.0,71.0,1.08,42.00000000000001,31.0,83.16000000000001,95.76,3.22,0.76,2.6180000000000008,0.0,0.56,5.46,109.62,12.06,65.25,31.0,86.94000000000001,5.040000000000001,50.25,30.07,127738.79999999999,15360.0,112266.0,17643.600000000002,75945.0,32122.2,3490.2,16.0,5077.799999999999,Academies
SCH,878.0,137024.0,Chulmleigh Community College,EX18 7AA,104.0,28.5,7.0,57.0,37.0,18.0,17.0,86.0,65.0,76.0,29.0,61.0,76.0,50.0,79.0,76.0,63.0,14.0,51.0,89.0,53.0,34.0,71.0,82.0,1006.9,1016.8,1012.1,997.1,6.0,33.0,59.0,69.0,1.0,18.0,32.0,28.0,56.0,0.0,16.0,68.0,11.0,38.0,997.9,1008.8,41.6,Linked to a multi-academy trust,Chulmleigh Academy Trust,Academy Converter,Devon,South West,65.0,6.0,59.0,0.9800000000000001,29.07,32.93,85.28,73.84,18.02,0.5544000000000001,18.300800000000002,0.0,2.88,21.76,67.60000000000001,2.03,34.769999999999996,28.12,79.04,3.5,45.03,28.12,104717.59999999999,17962.2,86756.8,7117.599999999999,57689.700000000004,36892.700000000004,2964.0,18.0,4326.400000000001,Academies
SCH,878.0,136638.0,Clyst Vale Community College,EX5 3AJ,165.0,29.2,9.0,76.0,73.0,21.0,13.0,144.0,71.0,66.0,44.0,72.0,74.0,22.0,57.0,81.0,68.0,0.0,54.0,90.0,62.0,28.0,81.0,73.0,985.8,897.1,995.4,986.8,9.0,43.0,103.0,72.0,0.0,17.0,42.0,14.0,41.0,0.0,16.0,44.0,10.0,31.0,942.0,992.6,41.4,Linked to a trust/single academy trust,Clyst Vale Academy Trust,Academy Converter,Devon,South West,112.0,9.0,103.0,0.0,41.040000000000006,65.7,120.45,133.65,17.360000000000003,0.29400000000000004,18.302400000000002,0.0,2.72,18.48,117.14999999999999,3.96,54.72,54.019999999999996,108.9,1.98,43.32000000000001,59.13,162657.0,19782.0,142934.4,8073.900000000001,75650.4,72036.4,4818.0,21.0,6831.0,Academies
SCH,878.0,136366.0,Colyton Grammar School,EX24 6HN,119.0,33.0,0.0,0.0,107.0,4.0,3.0,115.0,100.0,96.0,,,100.0,,,96.0,99.0,,,100.0,107.0,90.0,100.0,99.0,1035.3,,,1035.3,,,,,,,97.0,,,,,91.0,,,,,54.3,Linked to a trust/single academy trust,Colyton Grammar School Academy Trust,Academy Converter,Devon,South West,,,,,,107.0,117.81,119.0,96.3,,,,,88.27,119.0,,,107.0,114.24,,,102.72,123200.7,,,,,110777.09999999999,3927.0,4.0,6461.7,Academies
SCH,878.0,137176.0,Coombeshead Academy,TQ12 1PT,187.0,27.3,37.0,97.0,50.0,51.0,27.0,136.0,73.0,65.0,57.0,74.0,84.0,27.0,70.0,82.0,56.0,8.0,58.0,90.0,39.0,15.0,72.0,66.0,1011.7,1043.7,1010.4,990.5,21.0,41.0,83.0,61.0,0.0,15.0,24.0,8.0,26.0,0.0,9.0,38.0,6.0,18.0,999.5,1016.1,37.3,Linked to a multi-academy trust,Templer Academy Schools Trust,Academy Converter,Devon,South West,104.0,21.0,83.0,2.96,56.26,45.0,123.42,134.64,5.85,0.2448,6.3648,0.0,1.3499999999999999,9.120000000000001,136.51,21.090000000000003,71.78,42.0,121.55,9.99,67.9,41.0,189187.9,50974.5,138189.6,38616.9,98008.8,49525.0,5105.1,51.0,6975.099999999999,Academies
SCH,878.0,113502.0,Cullompton Community College,EX15 1DX,112.0,27.6,14.0,63.0,27.0,20.0,18.0,92.0,86.0,48.0,64.0,92.0,85.0,14.0,48.0,63.0,53.0,0.0,48.0,96.0,70.0,32.0,83.0,53.0,1006.7,1000.5,1008.0,1006.8,8.0,40.0,51.0,55.0,1.0,39.0,26.0,40.0,67.0,0.0,22.0,70.0,15.0,36.0,978.2,1013.0,39.3,Linked to a trust/single academy trust,Culm Co=operative Learning Partnership,Foundation School,Devon,South West,59.0,8.0,51.0,0.0,30.24,25.919999999999998,59.36,92.96000000000001,22.400000000000002,1.2,22.1904,0.0,8.58,18.200000000000003,96.32,8.96,57.96,22.95,53.76,1.9600000000000002,30.24,17.01,112750.40000000001,19564.0,93196.0,14007.0,63504.0,27183.6,3091.2000000000003,20.0,4401.599999999999,LA maintained schools
SCH,878.0,136200.0,Dartmouth Academy,TQ6 9HW,63.0,28.1,5.0,37.0,18.0,20.0,32.0,43.0,64.0,52.0,,57.0,89.0,,51.0,61.0,41.0,,32.0,78.0,12.0,6.0,63.0,63.0,958.4,,955.9,967.0,4.0,20.0,22.0,51.0,,6.0,6.0,15.0,21.0,,3.0,17.0,5.0,7.0,954.6,960.0,38.2,Linked to a multi-academy trust,Kingsbridge Academy Trust,Academy Sponsor Led,Devon,South West,26.0,4.0,22.0,,11.84,14.040000000000001,39.69,39.69,0.72,0.15000000000000002,0.6321,,0.18,1.02,40.32,,21.090000000000003,16.02,32.76,,18.87,10.98,60379.2,19092.0,41280.0,,35368.299999999996,17406.0,1770.3000000000002,20.0,2406.6000000000004,Academies
SCH,878.0,113518.0,Dawlish Community College,EX7 0BY,157.0,27.3,28.0,87.0,42.0,35.0,22.0,122.0,58.0,69.0,37.0,56.0,74.0,25.0,76.0,83.0,54.0,4.0,55.0,83.0,59.0,18.0,60.0,74.0,993.2,981.7,999.5,987.8,6.0,17.0,78.0,64.0,2.0,29.0,28.0,9.0,46.0,0.0,11.0,45.0,3.0,23.0,957.2,1003.5,38.6,Linked to a trust/single academy trust,The Exe Estuary Academic Co-operative Trust,Foundation School,Devon,South West,84.0,6.0,78.0,1.12,47.85,34.86,116.17999999999999,94.2,10.62,0.0945,12.907600000000002,0.0,3.19,12.6,91.05999999999999,10.36,48.720000000000006,31.08,108.33000000000001,7.0,66.12,34.86,155932.4,33502.0,122427.0,27487.600000000002,86956.5,41487.6,4286.1,35.0,6060.2,LA maintained schools
SCH,878.0,136612.0,Exmouth Community College,EX8 3AF,405.0,27.8,61.0,198.0,125.0,68.0,17.0,337.0,80.0,75.0,59.0,80.0,91.0,26.0,84.0,86.0,64.0,5.0,68.0,93.0,110.0,16.0,73.0,79.0,994.6,949.7,1005.9,998.5,27.0,40.0,233.0,69.0,2.0,39.0,64.0,10.0,31.0,0.0,7.0,39.0,6.0,18.0,954.4,1002.6,38.6,Linked to a trust/single academy trust,Exmouth Community College,Academy Converter,Devon,South West,260.0,27.0,233.0,3.0500000000000003,134.64000000000001,116.25,319.95,295.65,17.6,0.40800000000000003,18.8046,0.0,2.7300000000000004,24.96,324.0,35.989999999999995,158.4,113.75,303.75,15.860000000000001,166.32,107.5,402813.0,64899.2,337876.2,57931.700000000004,199168.19999999998,124812.5,11259.0,68.0,15633.0,Academies
SCH,878.0,137228.0,Great Torrington School,EX38 7DJ,169.0,26.7,42.0,92.0,34.0,29.0,17.0,140.0,70.0,78.0,48.0,75.0,88.0,55.0,86.0,88.0,60.0,17.0,67.0,94.0,59.0,30.0,67.0,75.0,1036.5,1043.7,1040.5,1016.7,16.0,55.0,85.0,61.0,0.0,33.0,26.0,31.0,36.0,0.0,27.0,74.0,21.0,31.0,1031.0,1037.6,39.6,Linked to a trust/single academy trust,GTS Academy Trust,Academy Converter,Devon,South West,101.0,16.0,85.0,7.140000000000001,61.64,31.96,126.75,113.23,17.7,1.8879,15.623999999999999,0.0,8.91,19.24,118.30000000000001,20.16,69.0,29.92,131.82,23.1,79.12,29.92,175168.5,29899.0,145264.0,43835.4,95726.0,34567.8,4512.3,29.0,6692.400000000001,Academies
SCH,878.0,113511.0,Holsworthy Community College,EX22 6JD,134.0,27.7,22.0,65.0,43.0,20.0,15.0,114.0,67.0,59.0,45.0,63.0,81.0,0.0,63.0,81.0,57.0,0.0,51.0,93.0,38.0,19.0,67.0,65.0,1003.4,980.3,1012.9,1000.9,5.0,25.0,71.0,62.0,0.0,13.0,22.0,15.0,31.0,0.0,6.0,42.0,10.0,20.0,984.1,1006.7,38.9,Linked to a trust/single academy trust,The Holsworthy Co-operative Learning Trust Foundation,Foundation School,Devon,South West,76.0,5.0,71.0,0.0,33.15,39.99,87.10000000000001,89.78,7.22,0.30000000000000004,7.068,0.0,0.78,9.24,89.78,9.9,40.95,34.830000000000005,79.06,0.0,40.95,34.830000000000005,134455.6,19682.0,114763.8,21566.6,65838.5,43038.7,3711.7999999999997,20.0,5212.599999999999,LA maintained schools
SCH,878.0,136912.0,Honiton Community College,EX14 1QT,151.0,27.8,16.0,82.0,40.0,22.0,15.0,129.0,50.0,58.0,31.0,50.0,65.0,13.0,66.0,68.0,44.0,6.0,38.0,78.0,86.0,21.0,55.0,66.0,981.2,954.4,988.7,976.7,8.0,36.0,59.0,46.0,3.0,50.0,29.0,59.0,57.0,0.0,10.0,50.0,18.0,22.0,960.5,984.8,36.0,Linked to a trust/single academy trust,Honiton Community College Academy Trust,Academy Converter,Devon,South West,67.0,8.0,59.0,0.96,31.16,31.200000000000003,99.66000000000001,83.05000000000001,18.06,2.3364,16.1766,0.0,5.0,14.5,75.5,4.96,41.0,26.0,87.58,2.08,54.120000000000005,27.200000000000003,148161.2,21131.0,127039.2,15270.4,81073.40000000001,39068.0,4197.8,22.0,5436.0,Academies
SCH,878.0,139553.0,The Ilfracombe Academy,EX34 9JB,163.0,27.6,18.0,104.0,36.0,53.0,33.0,110.0,68.0,29.0,44.0,66.0,83.0,17.0,18.0,61.0,32.0,0.0,17.0,83.0,73.0,17.0,66.0,34.0,967.2,984.8,960.7,977.1,12.0,23.0,40.0,36.0,1.0,37.0,32.0,45.0,45.0,0.0,3.0,64.0,8.0,21.0,953.9,973.7,35.3,Linked to a multi-academy trust,St Christopher's C of E (Secondary) Multi Academy Trust,Academy Sponsor Led,Devon,South West,52.0,12.0,40.0,0.0,17.68,29.880000000000003,55.42,107.58,12.41,1.9080000000000001,10.395,0.0,1.1099999999999999,20.48,110.84,7.92,68.64,29.880000000000003,47.269999999999996,3.06,18.72,21.96,157653.6,50556.7,107107.0,17726.399999999998,99912.8,35175.6,4498.8,53.0,5753.9,Academies
SCH,878.0,139682.0,Isca,EX2 6AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linked to a multi-academy trust,Ted Wragg Multi Academy Trust,Academy Sponsor Led,Devon,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Academies
SCH,878.0,139682.0,Isca,EX2 6AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linked to a multi-academy trust,Ted Wragg Multi Academy Trust,Academy Sponsor Led,Devon,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Academies
SCH,878.0,113506.0,Isca College of Media Arts,EX2 6AP,172.0,27.5,26.0,95.0,44.0,60.0,35.0,112.0,67.0,63.0,54.0,60.0,91.0,19.0,65.0,82.0,47.0,0.0,38.0,91.0,60.0,19.0,58.0,66.0,984.4,980.2,980.3,995.5,15.0,25.0,65.0,58.0,0.0,20.0,38.0,12.0,47.0,0.0,3.0,64.0,5.0,27.0,960.6,998.1,38.1,Not applicable,,Community School,Devon,South West,80.0,15.0,65.0,0.0,36.1,40.04,113.52000000000001,99.75999999999999,11.4,0.36,14.212800000000001,0.0,0.6,24.32,115.24000000000001,14.040000000000001,57.0,40.04,108.36,4.94,61.75,36.080000000000005,169316.8,57636.0,111787.2,25485.2,93128.5,43802.0,4730.0,60.0,6553.2,LA maintained schools
SCH,878.0,113506.0,Isca College of Media Arts,EX2 6AP,172.0,27.5,26.0,95.0,44.0,60.0,35.0,112.0,67.0,63.0,54.0,60.0,91.0,19.0,65.0,82.0,47.0,0.0,38.0,91.0,60.0,19.0,58.0,66.0,984.4,980.2,980.3,995.5,15.0,25.0,65.0,58.0,0.0,20.0,38.0,12.0,47.0,0.0,3.0,64.0,5.0,27.0,960.6,998.1,38.1,Not applicable,,Community School,Devon,South West,80.0,15.0,65.0,0.0,36.1,40.04,113.52000000000001,99.75999999999999,11.4,0.36,14.212800000000001,0.0,0.6,24.32,115.24000000000001,14.040000000000001,57.0,40.04,108.36,4.94,61.75,36.080000000000005,169316.8,57636.0,111787.2,25485.2,93128.5,43802.0,4730.0,60.0,6553.2,LA maintained schools
SCH,878.0,136336.0,Ivybridge Community College,PL21 0JA,367.0,28.4,32.0,199.0,131.0,47.0,13.0,320.0,77.0,71.0,56.0,74.0,87.0,34.0,61.0,92.0,62.0,6.0,49.0,95.0,189.0,32.0,76.0,71.0,1017.1,1031.2,1013.9,1018.4,22.0,47.0,205.0,64.0,0.0,84.0,104.0,30.0,55.0,0.0,16.0,67.0,19.0,34.0,1001.8,1019.2,40.9,Linked to a multi-academy trust,Ivybridge Academy Trust,Academy Converter,Devon,South West,227.0,22.0,205.0,1.92,97.51,124.45,260.57,278.92,60.480000000000004,2.679,59.84,0.0,13.44,69.68,282.59000000000003,17.92,147.26,113.97,260.57,10.88,121.39,120.52000000000001,373275.7,47084.6,326144.0,32998.4,201766.1,133410.4,10422.8,47.0,15010.3,Academies
SCH,878.0,113520.0,King Edward VI Community College,TQ9 5JX,265.0,27.2,39.0,154.0,54.0,67.0,25.0,198.0,76.0,68.0,46.0,80.0,81.0,18.0,73.0,85.0,60.0,8.0,62.0,87.0,82.0,17.0,72.0,71.0,1010.8,991.2,1018.7,1002.3,25.0,37.0,134.0,68.0,1.0,49.0,30.0,16.0,36.0,0.0,13.0,44.0,9.0,20.0,969.0,1024.4,39.4,-,,Foundation School,Devon,South West,159.0,25.0,134.0,3.12,95.48,46.98,188.14999999999998,190.79999999999998,13.940000000000001,0.9648,14.256,0.0,6.37,13.2,201.4,17.94,123.2,43.74,180.20000000000002,7.02,112.42,45.9,267862.0,64923.0,202831.2,38656.8,156879.80000000002,54124.2,7208.0,67.0,10441.0,LA maintained schools
SCH,878.0,136673.0,The King's School,EX11 1RA,185.0,29.2,10.0,88.0,78.0,15.0,8.0,170.0,79.0,62.0,60.0,72.0,87.0,20.0,52.0,77.0,63.0,0.0,43.0,94.0,84.0,32.0,83.0,68.0,1009.0,1014.6,1013.0,1003.8,5.0,33.0,112.0,66.0,1.0,24.0,53.0,13.0,48.0,0.0,10.0,59.0,7.0,34.0,1006.3,1009.3,43.1,Linked to a trust/single academy trust,"King's School Ottery St Mary, The",Academy Converter,Devon,South West,117.0,5.0,112.0,0.0,37.839999999999996,73.32000000000001,125.80000000000001,153.55,26.88,0.13650000000000004,27.744,0.0,2.4000000000000004,31.27,146.15,6.0,63.36,67.86,114.7,2.0,45.760000000000005,60.06,186665.0,15094.5,171581.0,10146.0,89144.0,78296.4,5402.0,15.0,7973.5,Academies
SCH,878.0,136367.0,Kingsbridge Academy,TQ7 1PL,202.0,28.4,21.0,100.0,75.0,31.0,15.0,171.0,78.0,75.0,32.0,77.0,91.0,25.0,77.0,84.0,66.0,5.0,56.0,95.0,121.0,47.0,75.0,78.0,1030.9,1022.2,1035.2,1027.4,16.0,52.0,117.0,68.0,2.0,54.0,61.0,29.0,65.0,5.0,33.0,77.0,23.0,51.0,995.2,1037.3,44.0,Linked to a multi-academy trust,Kingsbridge Academy Trust,Academy Converter,Devon,South West,133.0,16.0,117.0,1.05,56.00000000000001,71.25,157.56,151.5,56.870000000000005,2.0677000000000003,56.6865,0.1,17.82,46.97,157.56,6.72,77.0,68.25,151.5,5.25,77.0,63.0,208241.80000000002,30851.2,177378.3,21466.2,103520.0,77055.0,5736.799999999999,31.0,8888.0,Academies
SCH,878.0,137124.0,Newton Abbot College,TQ12 2NF,148.0,27.9,13.0,93.0,37.0,28.0,19.0,120.0,87.0,77.0,38.0,89.0,100.0,38.0,78.0,86.0,66.0,15.0,63.0,95.0,108.0,28.0,78.0,82.0,1018.1,1026.7,1017.4,1016.7,10.0,36.0,88.0,73.0,2.0,71.0,34.0,46.0,79.0,0.0,12.0,81.0,7.0,33.0,993.1,1024.1,39.0,Linked to a trust/single academy trust,Newton Abbot Academy Trust,Academy Converter,Devon,South West,98.0,10.0,88.0,1.95,58.59,35.150000000000006,121.36000000000001,115.44,30.240000000000002,0.9016000000000002,31.284000000000006,0.0,8.52,27.540000000000003,128.76,4.94,82.77,37.0,113.96000000000001,4.94,72.54,31.82,150678.80000000002,27806.8,122891.99999999999,13347.1,94618.2,37617.9,4129.2,28.0,5772.0,Academies
SCH,878.0,113540.0,Okehampton College,EX20 1PW,194.0,27.4,29.0,110.0,47.0,34.0,18.0,160.0,79.0,80.0,48.0,81.0,94.0,34.0,84.0,100.0,63.0,0.0,63.0,100.0,98.0,28.0,71.0,76.0,1040.8,1035.6,1044.9,1034.1,16.0,47.0,107.0,67.0,0.0,49.0,42.0,24.0,56.0,0.0,21.0,60.0,9.0,33.0,1021.1,1045.0,41.1,-,,Foundation School,Devon,South West,123.0,16.0,107.0,0.0,69.3,47.0,147.44,137.73999999999998,27.44,0.7343999999999999,29.568000000000005,0.0,10.29,25.2,153.26000000000002,13.92,89.10000000000001,44.18,155.20000000000002,9.860000000000001,92.39999999999999,47.0,201915.19999999998,34717.4,167200.0,30032.399999999998,114939.00000000001,48602.7,5315.599999999999,34.0,7973.400000000001,LA maintained schools
SCH,878.0,113514.0,The Park Community School,EX32 9AX,281.0,28.3,29.0,147.0,100.0,47.0,17.0,234.0,63.0,60.0,48.0,55.0,79.0,17.0,50.0,88.0,54.0,3.0,41.0,88.0,108.0,20.0,64.0,68.0,993.7,996.6,986.9,1002.7,15.0,32.0,137.0,59.0,1.0,44.0,61.0,28.0,41.0,0.0,7.0,45.0,4.0,24.0,966.8,999.1,37.9,Linked to a trust/single academy trust,The Park Community Co-Operative Learning Trust,Foundation School,Devon,South West,152.0,15.0,137.0,0.87,60.27,88.0,191.08,179.84,21.6,0.5264000000000001,23.0256,0.0,3.08,27.45,177.03,13.92,80.85000000000001,79.0,168.6,4.930000000000001,73.5,88.0,279229.7,45439.6,233789.4,28901.4,145074.3,100270.0,7952.3,47.0,10649.9,LA maintained schools
SCH,878.0,136867.0,Pilton Community College,EX31 1RB,264.0,27.5,36.0,157.0,61.0,62.0,23.0,202.0,67.0,45.0,42.0,65.0,85.0,8.0,39.0,79.0,41.0,0.0,32.0,85.0,119.0,25.0,64.0,48.0,982.9,985.6,985.0,975.8,17.0,27.0,90.0,45.0,2.0,68.0,43.0,31.0,50.0,0.0,17.0,57.0,16.0,28.0,939.4,996.3,37.1,Linked to a trust/single academy trust,Pilton Community College Academy Trust,Academy Converter,Devon,South West,107.0,17.0,90.0,0.0,50.24,51.85,126.72,168.96,29.75,3.0751999999999997,28.28,0.0,11.56,24.51,176.88000000000002,15.12,102.05,51.85,118.8,2.88,61.230000000000004,48.190000000000005,259485.6,58242.799999999996,201252.59999999998,35481.6,154645.0,59523.799999999996,7260.0,62.0,9794.4,Academies
