RECTYPE,LEA,URN,SCHNAME,PCODE,TPUP,KS2APS,TPRIORLO,TPRIORAV,TPRIORHI,TFSMCLA,PTFSMCLA,TNOTFSMCLA,PT24ENGPRG_PTQ,PT24MATHPRG_PTQ,PT24ENGPRGLO_PTQ,PT24ENGPRGAV_PTQ,PT24ENGPRGHI_PTQ,PT24MATHPRGLO_PTQ,PT24MATHPRGAV_PTQ,PT24MATHPRGHI_PTQ,PTAC5EM_PTQ,PTAC5EMLO_PTQ,PTAC5EMAV_PTQ,PTAC5EMHI_PTQ,TEBACC_E_PTQ,PTEBACC_PTQ,PTEBACENG_PTQ,PTEBACMAT_PTQ,B8VAMEA_PTQ,B8VAMEA_LO_PTQ,B8VAMEA_AV_PTQ,B8VAMEA_HI_PTQ,TAC5EMFSM_PTQ,PTAC5EMFSM_PTQ,TAC5EMNFSM_PTQ,PTAC5EMNFSM_PTQ,TEBACC_ELO_PTQ,TEBACC_EAV_PTQ,TEBACC_EHI_PTQ,PTEBACC_EFSM_PTQ,PTEBACC_ENFSM_PTQ,PTEBACCLO_PTQ,PTEBACCAV_PTQ,PTEBACCHI_PTQ,PTEBACC_FSM_PTQ,PTEBACC_NFSM_PTQ,B8VAMEA_FSM_PTQ,B8VAMEA_NFSM_PTQ,TTAPSPEPP_PTQ,TrustSchoolFlag (name),Trusts (name),TypeOfEstablishment (name),LEA_NAME,REGION,PTAC5EM_PTQ_weighted,PTAC5EMFSM_PTQ_weighted,PTAC5EMNFSM_PTQ_weighted,PTAC5EMLO_PTQ_weighted,PTAC5EMAV_PTQ_weighted,PTAC5EMHI_PTQ_weighted,PTEBACMAT_PTQ_weighted,PTEBACENG_PTQ_weighted,PTEBACC_PTQ_weighted,PTEBACC_FSM_PTQ_weighted,PTEBACC_NFSM_PTQ_weighted,PTEBACCLO_PTQ_weighted,PTEBACCAV_PTQ_weighted,PTEBACCHI_PTQ_weighted,PT24ENGPRG_PTQ_weighted,PT24ENGPRGLO_PTQ_weighted,PT24ENGPRGAV_PTQ_weighted,PT24ENGPRGHI_PTQ_weighted,PT24MATHPRG_PTQ_weighted,PT24MATHPRGLO_PTQ_weighted,PT24MATHPRGAV_PTQ_weighted,PT24MATHPRGHI_PTQ_weighted,B8VAMEA_PTQ_weighted,B8VAMEA_FSM_PTQ_weighted,B8VAMEA_NFSM_PTQ_weighted,B8VAMEA_LO_PTQ_weighted,B8VAMEA_AV_PTQ_weighted,B8VAMEA_HI_PTQ_weighted,KS2APS_weighted,PTFSMCLA_weighted,TTAPSPEPP_PTQ_weighted,EstablishmentGroup
SCH,935.0,139403.0,Ormiston Denes Academy,NR32 4AH,211.0,25.5,70.0,110.0,26.0,97.0,46.0,114.0,57.0,52.0,53.0,57.0,65.0,27.0,63.0,73.0,28.0,0.0,35.0,73.0,36.0,6.0,45.0,41.0,969.1,954.8,979.6,962.7,12.0,12.0,47.0,41.0,0.0,22.0,12.0,9.0,24.0,0.0,5.0,23.0,1.0,11.0,945.9,988.9,31.8,Linked to a multi-academy trust,Ormiston Academies Trust,Academy Sponsor Led,Suffolk,Eastern England,59.0,12.0,47.0,0.0,38.50000000000001,18.98,86.51,94.95,2.16,0.0873,3.0096,0.0,1.1,2.7600000000000002,120.27000000000001,37.1,62.70000000000001,16.900000000000002,109.72,18.900000000000002,69.3,18.98,204480.1,91752.3,112734.59999999999,66836.0,107756.0,25030.2,5380.5,97.0,6709.8,Academies
SCH,935.0,137674.0,Ormiston Endeavour Academy,IP1 6SG,103.0,27.5,12.0,67.0,21.0,37.0,36.0,66.0,63.0,58.0,42.0,64.0,76.0,17.0,58.0,81.0,45.0,0.0,40.0,90.0,12.0,8.0,56.0,60.0,978.9,945.8,986.8,972.8,12.0,32.0,34.0,52.0,0.0,7.0,5.0,8.0,14.0,0.0,7.0,14.0,3.0,11.0,965.3,985.9,36.7,Linked to a multi-academy trust,Ormiston Academies Trust,Academy Sponsor Led,Suffolk,Eastern England,46.0,12.0,34.0,0.0,26.8,18.900000000000002,61.8,57.68000000000001,0.96,0.08879999999999999,1.0164,0.0,0.49000000000000005,0.7000000000000001,64.89,5.04,42.88,15.96,59.739999999999995,2.04,38.86,17.01,100826.7,35716.1,65069.4,11349.599999999999,66115.59999999999,20428.8,2832.5,37.0,3780.1000000000004,Academies
SCH,935.0,138506.0,Ormiston Sudbury Academy,CO10 1NW,158.0,26.3,42.0,86.0,27.0,41.0,26.0,117.0,59.0,53.0,48.0,64.0,59.0,14.0,60.0,89.0,41.0,0.0,45.0,93.0,18.0,8.0,54.0,54.0,1000.8,993.6,1002.1,1008.1,6.0,15.0,58.0,50.0,0.0,11.0,7.0,2.0,15.0,0.0,6.0,26.0,0.0,10.0,977.2,1009.1,35.9,Linked to a multi-academy trust,Ormiston Academies Trust,Academy Sponsor Led,Suffolk,Eastern England,64.0,6.0,58.0,0.0,38.7,25.110000000000003,85.32000000000001,85.32000000000001,1.44,0.0,1.7550000000000001,0.0,0.6599999999999999,1.82,93.22,20.16,55.04,15.93,83.74000000000001,5.880000000000001,51.6,24.03,158126.4,40065.200000000004,118064.7,41731.200000000004,86180.6,27218.7,4155.400000000001,41.0,5672.2,Academies
SCH,935.0,136438.0,Pakefield School,NR33 7DS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linked to a trust/single academy trust,The Lowestoft Learning Trust,Foundation School,Suffolk,Eastern England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA maintained schools
SCH,935.0,137849.0,St Alban's Catholic High School,IP4 3NJ,158.0,28.5,21.0,69.0,64.0,18.0,11.0,140.0,71.0,54.0,48.0,72.0,77.0,14.0,43.0,77.0,55.0,5.0,35.0,92.0,55.0,24.0,76.0,59.0,997.5,958.9,1009.8,996.9,7.0,39.0,80.0,57.0,0.0,14.0,40.0,22.0,36.0,0.0,6.0,52.0,11.0,26.0,981.9,999.6,40.4,Linked to a trust/single academy trust,St Alban's Catholic High School,Academy Converter,Suffolk,Eastern England,87.0,7.0,80.0,1.05,24.150000000000002,58.88,93.22,120.08,13.2,0.4356,13.104,0.0,0.84,20.8,112.17999999999999,10.08,49.68,49.28,85.32000000000001,2.9400000000000004,29.669999999999998,49.28,157605.0,17674.2,139944.0,20136.899999999998,69676.2,63801.6,4503.0,18.0,6383.2,Academies
SCH,935.0,124861.0,St Benedict's Catholic School,IP32 6RH,150.0,27.9,20.0,75.0,42.0,25.0,17.0,125.0,79.0,78.0,45.0,80.0,90.0,25.0,83.0,93.0,69.0,15.0,71.0,93.0,77.0,43.0,74.0,77.0,1028.9,1014.3,1038.7,1018.3,11.0,44.0,93.0,74.0,1.0,32.0,34.0,28.0,56.0,5.0,35.0,76.0,20.0,47.0,993.8,1036.3,40.2,Not applicable,,Voluntary Aided School,Suffolk,Eastern England,104.0,11.0,93.0,3.0,53.25,39.06,115.5,111.0,33.11,1.4000000000000004,32.9,0.05,11.200000000000001,25.84,118.5,9.0,60.0,37.800000000000004,117.0,5.0,62.25000000000001,39.06,154335.0,24845.0,129537.5,20286.0,77902.5,42768.6,4185.0,25.0,6030.0,LA maintained schools
SCH,935.0,136322.0,Samuel Ward Academy,CB9 0LD,194.0,27.0,36.0,115.0,40.0,35.0,18.0,159.0,96.0,69.0,94.0,97.0,95.0,25.0,72.0,98.0,65.0,17.0,70.0,98.0,124.0,38.0,92.0,69.0,1039.8,1054.9,1040.8,1023.1,19.0,54.0,108.0,68.0,4.0,79.0,39.0,54.0,66.0,0.0,33.0,85.0,20.0,42.0,1024.2,1043.2,42.0,Linked to a multi-academy trust,Samuel Ward Academy Trust,Academy Converter,Suffolk,Eastern England,127.0,19.0,108.0,6.12,80.50000000000001,39.2,133.86,178.48000000000002,47.12,3.7800000000000007,44.0748,0.0,26.07,33.15,186.23999999999998,33.84,111.55,38.0,133.86,9.0,82.8,39.2,201721.19999999998,35847.0,165868.80000000002,37976.4,119692.0,40924.0,5238.0,35.0,8148.0,Academies
SCH,935.0,138273.0,Saxmundham Free School,IP17 1DZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linked to a multi-academy trust,"Seckford Foundation Free Schools Trust, The",Free Schools,Suffolk,Eastern England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Schools
SCH,935.0,137055.0,Sir John Leman High School,NR34 9PG,337.0,27.0,82.0,159.0,87.0,74.0,22.0,263.0,78.0,69.0,51.0,83.0,94.0,23.0,81.0,90.0,60.0,5.0,67.0,99.0,76.0,16.0,71.0,70.0,1009.7,998.1,1013.8,1013.2,32.0,43.0,171.0,65.0,0.0,26.0,48.0,15.0,25.0,0.0,8.0,46.0,9.0,18.0,995.2,1013.8,38.8,Linked to a trust/single academy trust,Sir John Leman High School,Academy Converter,Suffolk,Eastern England,203.0,32.0,171.0,4.1000000000000005,106.53,86.13,235.90000000000003,239.26999999999998,12.16,0.9989999999999999,11.834999999999999,0.0,2.08,22.080000000000002,262.86,41.82,131.97,81.78,232.53000000000003,18.86,128.79000000000002,78.3,340268.9,73644.8,266629.39999999997,81844.2,161194.19999999998,88148.40000000001,9099.0,74.0,13075.599999999999,Academies
SCH,935.0,124837.0,Stoke High School,IP2 8PL,165.0,25.9,40.0,86.0,26.0,56.0,34.0,109.0,64.0,54.0,45.0,71.0,85.0,15.0,66.0,77.0,43.0,0.0,55.0,88.0,74.0,13.0,53.0,50.0,984.9,955.5,999.4,982.1,17.0,30.0,54.0,50.0,7.0,44.0,21.0,30.0,52.0,0.0,10.0,46.0,9.0,16.0,950.3,1003.4,33.6,Linked to a trust/single academy trust,The SWISS Trust,Foundation School,Suffolk,Eastern England,71.0,17.0,54.0,0.0,47.300000000000004,22.88,82.5,87.45,9.620000000000001,1.512,9.0688,0.0,4.4,9.66,105.60000000000001,18.0,61.059999999999995,22.099999999999998,89.10000000000001,6.0,56.760000000000005,20.02,162508.5,53216.799999999996,109370.59999999999,38220.0,85948.4,25534.600000000002,4273.5,56.0,5544.0,LA maintained schools
SCH,935.0,124837.0,Stoke High School,IP2 8PL,165.0,25.9,40.0,86.0,26.0,56.0,34.0,109.0,64.0,54.0,45.0,71.0,85.0,15.0,66.0,77.0,43.0,0.0,55.0,88.0,74.0,13.0,53.0,50.0,984.9,955.5,999.4,982.1,17.0,30.0,54.0,50.0,7.0,44.0,21.0,30.0,52.0,0.0,10.0,46.0,9.0,16.0,950.3,1003.4,33.6,Linked to a trust/single academy trust,The SWISS Trust,Foundation School,Suffolk,Eastern England,71.0,17.0,54.0,0.0,47.300000000000004,22.88,82.5,87.45,9.620000000000001,1.512,9.0688,0.0,4.4,9.66,105.60000000000001,18.0,61.059999999999995,22.099999999999998,89.10000000000001,6.0,56.760000000000005,20.02,162508.5,53216.799999999996,109370.59999999999,38220.0,85948.4,25534.600000000002,4273.5,56.0,5544.0,LA maintained schools
SCH,935.0,140032.0,Stoke High School - Ormiston Academy,IP2 8PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linked to a multi-academy trust,Ormiston Academies Trust,Academy Sponsor Led,Suffolk,Eastern England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Academies
SCH,935.0,140032.0,Stoke High School - Ormiston Academy,IP2 8PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Linked to a multi-academy trust,Ormiston Academies Trust,Academy Sponsor Led,Suffolk,Eastern England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Academies
SCH,935.0,136757.0,Stour Valley Community School,CO10 8PJ,37.0,26.4,12.0,13.0,9.0,5.0,14.0,32.0,65.0,74.0,50.0,69.0,78.0,42.0,85.0,100.0,46.0,0.0,62.0,100.0,15.0,22.0,49.0,62.0,1009.3,994.2,1022.6,1010.1,,,,,2.0,4.0,8.0,,,0.0,23.0,56.0,,,,,37.1,Linked to a trust/single academy trust,Stour Valley Educational Trust Limited,Free Schools,Suffolk,Eastern England,,,,0.0,8.06,9.0,22.94,18.13,3.3,,,0.0,0.92,4.48,24.05,6.0,8.97,7.0200000000000005,27.38,5.04,11.049999999999999,9.0,37344.1,,,11930.400000000001,13293.800000000001,9090.9,976.8,5.0,1372.7,Free Schools
SCH,935.0,124818.0,Stowmarket High School,IP14 1QR,239.0,27.3,44.0,130.0,58.0,48.0,20.0,191.0,72.0,67.0,45.0,72.0,88.0,11.0,75.0,90.0,54.0,0.0,55.0,91.0,49.0,11.0,70.0,69.0,989.4,970.1,993.3,995.4,15.0,31.0,114.0,60.0,0.0,23.0,26.0,8.0,24.0,0.0,6.0,33.0,2.0,14.0,950.3,999.6,37.7,Not applicable,,Community School,Suffolk,Eastern England,129.0,15.0,114.0,0.0,71.5,52.78,164.91000000000003,167.3,5.39,0.0768,6.4176,0.0,1.38,8.58,172.07999999999998,19.8,93.6,51.04,160.13,4.84,97.5,52.2,236466.6,45614.399999999994,190923.6,42684.4,129129.0,57733.2,6524.7,48.0,9010.300000000001,LA maintained schools
SCH,935.0,124853.0,Stowupland High School,IP14 4BQ,185.0,27.5,25.0,112.0,43.0,26.0,14.0,159.0,80.0,75.0,52.0,80.0,95.0,44.0,75.0,91.0,56.0,0.0,54.0,95.0,45.0,16.0,71.0,70.0,1012.3,1020.1,1010.1,1013.4,8.0,31.0,96.0,60.0,0.0,17.0,27.0,8.0,27.0,0.0,6.0,51.0,4.0,18.0,964.7,1019.3,39.5,Not applicable,,Community School,Suffolk,Eastern England,104.0,8.0,96.0,0.0,60.480000000000004,40.85,129.5,131.35,7.2,0.08320000000000001,7.727399999999999,0.0,1.02,13.77,148.0,13.0,89.60000000000001,40.85,138.75,11.0,84.0,39.13,187275.5,25082.2,162068.69999999998,25502.5,113131.2,43576.2,5087.5,26.0,7307.5,LA maintained schools
SCH,935.0,137901.0,Stradbroke High School,IP21 5JN,71.0,27.1,12.0,37.0,17.0,16.0,23.0,55.0,69.0,76.0,67.0,59.0,88.0,42.0,83.0,82.0,54.0,8.0,54.0,88.0,33.0,27.0,58.0,73.0,1015.6,1024.9,1015.8,1008.6,6.0,38.0,32.0,58.0,1.0,17.0,12.0,31.0,51.0,0.0,19.0,59.0,6.0,33.0,997.8,1020.8,39.7,Linked to a trust/single academy trust,Stradbroke High School,Academy Converter,Suffolk,Eastern England,38.0,6.0,32.0,0.96,19.98,14.96,51.83,41.18,8.91,0.2976,9.2565,0.0,3.23,7.08,48.99,8.040000000000001,21.83,14.96,53.96,5.04,30.71,13.940000000000001,72107.6,15964.8,56144.0,12298.800000000001,37584.6,17146.2,1924.1000000000001,16.0,2818.7000000000003,Academies
SCH,935.0,138373.0,Suffolk New Academy,IP2 9LR,131.0,25.5,38.0,73.0,17.0,50.0,38.0,81.0,44.0,30.0,39.0,40.0,71.0,3.0,33.0,76.0,24.0,0.0,21.0,94.0,60.0,11.0,34.0,31.0,982.7,984.8,979.8,990.6,9.0,18.0,22.0,27.0,4.0,40.0,16.0,46.0,46.0,0.0,3.0,71.0,4.0,15.0,972.2,989.5,33.6,Linked to a multi-academy trust,New Academies Trust,Academy Sponsor Led,Suffolk,Eastern England,31.0,9.0,22.0,0.0,15.33,15.98,40.61,44.540000000000006,6.6,0.92,5.589,0.0,1.2,11.36,57.64,14.82,29.200000000000003,12.07,39.3,1.14,24.09,12.92,128733.70000000001,48610.0,80149.5,37422.4,71525.4,16840.2,3340.5,50.0,4401.6,Academies
SCH,935.0,124797.0,Thomas Gainsborough School,CO10 0JU,228.0,27.9,39.0,107.0,78.0,43.0,19.0,185.0,71.0,75.0,44.0,72.0,82.0,36.0,80.0,87.0,61.0,10.0,57.0,92.0,88.0,24.0,68.0,77.0,992.9,997.4,994.8,988.0,16.0,37.0,122.0,66.0,1.0,34.0,52.0,19.0,43.0,0.0,10.0,55.0,7.0,28.0,982.2,995.3,39.2,-,,Foundation School,Suffolk,Eastern England,138.0,16.0,122.0,3.9000000000000004,60.99000000000001,71.76,175.56,155.04000000000002,21.119999999999997,0.5719000000000001,22.274,0.0,3.4000000000000004,28.6,161.88,17.16,77.03999999999999,63.96000000000001,171.0,14.04,85.60000000000001,67.86,226381.19999999998,42234.6,184130.5,38898.6,106443.59999999999,77064.0,6361.2,43.0,8937.6,LA maintained schools
SCH,935.0,136782.0,Thomas Mills High School,IP13 9HE,169.0,28.4,17.0,86.0,62.0,19.0,11.0,150.0,87.0,75.0,71.0,90.0,87.0,24.0,76.0,87.0,70.0,6.0,62.0,100.0,139.0,46.0,85.0,76.0,1034.0,1050.6,1043.8,1015.9,8.0,42.0,110.0,73.0,12.0,69.0,55.0,68.0,84.0,0.0,29.0,82.0,16.0,50.0,1031.7,1034.4,41.5,Linked to a trust/single academy trust,Thomas Mills High School,Academy Converter,Suffolk,Eastern England,118.0,8.0,110.0,1.02,53.32,62.0,128.44,143.65,63.940000000000005,2.0672,63.0,0.0,20.009999999999998,45.1,147.03,12.07,77.4,53.94,126.75,4.08,65.36,53.94,174746.0,19602.3,155160.0,17860.199999999997,89766.8,62985.799999999996,4799.599999999999,19.0,7013.5,Academies
SCH,935.0,124802.0,Thurston Community College,IP31 3PB,356.0,28.2,44.0,179.0,122.0,49.0,14.0,307.0,73.0,76.0,48.0,72.0,85.0,27.0,76.0,94.0,62.0,0.0,56.0,95.0,104.0,20.0,71.0,74.0,993.3,965.9,994.6,1001.2,20.0,41.0,202.0,66.0,1.0,43.0,58.0,20.0,31.0,0.0,11.0,41.0,10.0,21.0,974.4,996.2,40.5,Not applicable,,Community School,Suffolk,Eastern England,222.0,20.0,202.0,0.0,100.24000000000001,115.9,263.44,252.76,20.8,0.9800000000000001,19.9857,0.0,4.73,23.78,259.88,21.119999999999997,128.88,103.7,270.56,11.88,136.04,114.68,353614.8,47745.6,305833.4,42499.6,178033.4,122146.40000000001,10039.199999999999,49.0,14418.0,LA maintained schools
SCH,935.0,139288.0,Westbourne Academy,IP1 5JN,201.0,26.9,42.0,105.0,43.0,71.0,35.0,130.0,58.0,60.0,36.0,57.0,84.0,31.0,61.0,88.0,44.0,0.0,39.0,98.0,25.0,4.0,55.0,63.0,990.2,979.2,994.4,990.7,21.0,30.0,67.0,52.0,0.0,13.0,11.0,8.0,15.0,0.0,2.0,16.0,0.0,7.0,981.0,995.3,35.3,Linked to a multi-academy trust,Academy Transformation Trust,Academy Converter,Suffolk,Eastern England,88.0,21.0,67.0,0.0,40.95,42.14,126.63,110.55000000000001,1.0,0.0,1.3650000000000002,0.0,0.26,1.76,116.58,15.12,59.85000000000001,36.12,120.6,13.02,64.05,37.84,199030.2,69651.0,129389.0,41126.4,104412.0,42600.1,5406.9,71.0,7095.299999999999,Academies
LA,935.0,,,,7438.0,27.0,1448.0,3796.0,1934.0,1567.0,21.1,5871.0,68.9,62.2,46.2,70.1,83.5,21.2,65.5,85.8,51.7,2.6,50.2,92.5,2431.0,20.1,64.8,62.6,,,,,429.0,27.4,3414.0,58.2,58.0,1078.0,1214.0,16.7,36.9,0.1,11.7,51.8,6.3,23.8,,,37.8,,,,Suffolk,Eastern England,3843.0,429.0,3414.0,37.648,1905.592,1788.95,4656.188,4819.8240000000005,488.63100000000003,16.486407,515.602962,0.058,126.12599999999999,628.852,5124.782,668.976,2660.9959999999996,1614.8899999999999,4626.436,306.976,2486.38,1659.372,,,,,,,200826.0,1567.0,281156.39999999997,
SCH,936.0,125315.0,All Hallows Catholic School,GU9 9HF,231.0,28.8,21.0,112.0,88.0,20.0,9.0,211.0,89.0,85.0,86.0,86.0,94.0,52.0,82.0,94.0,78.0,24.0,73.0,99.0,189.0,55.0,88.0,85.0,1047.4,1089.9,1050.5,1033.2,13.0,65.0,168.0,80.0,11.0,88.0,83.0,85.0,82.0,14.0,38.0,86.0,40.0,56.0,1024.5,1049.6,44.9,Not applicable,,Voluntary Aided School,Surrey,South East,181.0,13.0,168.0,5.04,81.75999999999999,87.12,196.35,203.28,103.95,6.800000000000001,96.89120000000001,1.54,33.44,71.38,205.59,18.06,96.32,82.72,196.35,10.92,91.84,82.72,241949.40000000002,20490.0,221465.59999999998,22887.9,117656.0,90921.6,6652.8,20.0,10371.9,LA maintained schools
SCH,936.0,125271.0,Ash Manor School,GU12 6QH,206.0,27.7,26.0,119.0,59.0,35.0,17.0,171.0,57.0,53.0,38.0,52.0,75.0,15.0,50.0,76.0,46.0,4.0,33.0,92.0,57.0,14.0,60.0,56.0,1000.0,1010.2,1003.4,988.8,7.0,20.0,88.0,51.0,1.0,26.0,29.0,6.0,32.0,0.0,3.0,41.0,0.0,17.0,985.4,1003.1,38.1,Not applicable,,Community School,Surrey,South East,95.0,7.0,88.0,1.04,39.27,54.28,115.36000000000001,123.6,7.98,0.0,9.3024,0.0,0.78,11.89,117.42000000000002,9.88,61.88,44.25,109.18,3.9,59.5,44.84,206000.0,34489.0,171530.1,26265.2,119404.59999999999,58339.2,5706.2,35.0,7848.6,LA maintained schools
SCH,936.0,125264.0,The Ashcombe School,RH4 1LY,241.0,29.4,12.0,90.0,118.0,20.0,8.0,221.0,76.0,80.0,17.0,60.0,92.0,17.0,62.0,97.0,71.0,0.0,44.0,97.0,197.0,41.0,81.0,80.0,1002.7,1007.1,987.8,1013.6,7.0,35.0,163.0,74.0,4.0,65.0,108.0,65.0,83.0,0.0,10.0,69.0,20.0,43.0,964.9,1005.8,42.8,Not applicable,,Community School,Surrey,South East,170.0,7.0,163.0,0.0,39.6,114.46,192.8,195.21,80.77000000000001,2.6,78.8749,0.0,6.5,74.52000000000001,183.16,2.04,54.0,108.56,192.8,2.04,55.8,114.46,241650.7,19298.0,222281.8,12085.2,88902.0,119604.8,7085.4,20.0,10314.8,LA maintained schools
SCH,936.0,137735.0,The Beacon School,SM7 1AG,203.0,27.6,20.0,129.0,44.0,48.0,24.0,155.0,85.0,68.0,90.0,82.0,89.0,20.0,68.0,84.0,60.0,0.0,56.0,95.0,84.0,9.0,80.0,67.0,1007.4,1020.7,1010.5,992.4,22.0,46.0,100.0,65.0,3.0,42.0,35.0,29.0,45.0,0.0,6.0,23.0,4.0,11.0,990.8,1012.8,37.7,Linked to a trust/single academy trust,"Beacon School, The",Academy Converter,Surrey,South East,122.0,22.0,100.0,0.0,72.24000000000001,41.800000000000004,136.01000000000002,162.4,7.56,0.5568,7.6725,0.0,2.52,8.05,172.54999999999998,18.0,105.78,39.160000000000004,138.04000000000002,4.0,87.72000000000001,36.96,204502.19999999998,47558.399999999994,156984.0,20414.0,130354.5,43665.6,5602.8,48.0,7653.1,Academies
SCH,936.0,125266.0,The Bishop David Brown School,GU21 5RF,115.0,26.0,25.0,53.0,14.0,30.0,26.0,85.0,91.0,64.0,80.0,94.0,93.0,16.0,79.0,79.0,50.0,8.0,64.0,86.0,17.0,13.0,74.0,59.0,1012.8,996.3,1022.2,1007.1,12.0,40.0,46.0,54.0,0.0,6.0,6.0,10.0,16.0,0.0,11.0,43.0,10.0,14.0,991.1,1021.4,37.5,Not applicable,,Community School,Surrey,South East,58.0,12.0,46.0,2.0,33.92,12.04,67.85,85.1,2.21,0.30000000000000004,1.9040000000000001,0.0,0.66,2.58,104.65,20.0,49.82,13.020000000000001,73.60000000000001,4.0,41.870000000000005,11.06,116472.0,29733.0,86819.0,24907.5,54176.600000000006,14099.4,2990.0,30.0,4312.5,LA maintained schools
SCH,936.0,138491.0,The Bishop Wand Church of England School,TW16 6LT,175.0,28.7,13.0,93.0,67.0,24.0,14.0,151.0,69.0,64.0,46.0,66.0,79.0,8.0,61.0,79.0,58.0,0.0,48.0,85.0,68.0,24.0,71.0,72.0,998.7,966.4,1016.3,980.4,7.0,29.0,95.0,63.0,0.0,28.0,40.0,25.0,41.0,0.0,11.0,48.0,4.0,27.0,971.4,1003.1,40.7,Linked to a trust/single academy trust,"Bishop Wand Church of England School, The",Academy Converter,Surrey,South East,102.0,7.0,95.0,0.0,44.64,56.949999999999996,126.0,124.25,16.32,0.24,16.715700000000002,0.0,3.08,19.2,120.75000000000001,5.98,61.38,52.93,112.0,1.04,56.73,52.93,174772.5,23313.6,151468.1,12563.199999999999,94515.9,65686.8,5022.5,24.0,7122.500000000001,Academies
SCH,936.0,137906.0,Blenheim High School,KT19 9BH,234.0,27.9,28.0,129.0,69.0,31.0,13.0,203.0,69.0,63.0,57.0,63.0,83.0,21.0,58.0,86.0,57.0,7.0,47.0,93.0,92.0,26.0,73.0,65.0,1012.3,1046.0,1006.6,1009.3,8.0,26.0,125.0,62.0,2.0,33.0,52.0,13.0,43.0,0.0,16.0,54.0,10.0,29.0,976.0,1017.3,40.5,Linked to a trust/single academy trust,Blenheim High School,Academy Converter,Surrey,South East,133.0,8.0,125.0,1.9600000000000002,60.63,64.17,152.1,170.82,23.92,0.403,25.314099999999996,0.0,5.28,28.080000000000002,161.46,15.96,81.27,57.27,147.42,5.88,74.82,59.339999999999996,236878.19999999998,30256.0,206511.9,29288.0,129851.40000000001,69641.7,6528.599999999999,31.0,9477.0,Academies
SCH,936.0,125249.0,Broadwater School,GU7 3BW,90.0,26.6,22.0,38.0,24.0,19.0,21.0,71.0,84.0,60.0,64.0,89.0,96.0,14.0,63.0,96.0,44.0,0.0,39.0,96.0,22.0,16.0,74.0,56.0,995.1,990.8,989.7,1007.6,5.0,26.0,35.0,49.0,1.0,7.0,13.0,5.0,30.0,0.0,8.0,42.0,5.0,18.0,1002.4,993.1,34.9,Not applicable,,Community School,Surrey,South East,40.0,5.0,35.0,0.0,14.82,23.04,50.400000000000006,66.6,3.52,0.04750000000000001,3.834,0.0,0.56,5.46,75.6,14.08,33.82,23.04,54.0,3.08,23.94,23.04,89559.0,19045.6,70510.1,21797.6,37608.6,24182.4,2394.0,19.0,3141.0,LA maintained schools
SCH,936.0,134120.0,"Christ's College, Guildford",GU1 1JY,124.0,27.4,17.0,78.0,26.0,40.0,32.0,84.0,70.0,73.0,59.0,69.0,81.0,35.0,73.0,96.0,60.0,18.0,56.0,96.0,65.0,35.0,71.0,75.0,998.7,1007.4,994.2,1006.2,21.0,53.0,54.0,64.0,0.0,37.0,26.0,43.0,57.0,0.0,22.0,92.0,30.0,37.0,979.2,1007.9,38.8,Not applicable,,Voluntary Aided School,Surrey,South East,75.0,21.0,54.0,3.06,43.68000000000001,24.96,93.0,88.03999999999999,22.750000000000004,5.159999999999999,17.715600000000002,0.0,8.14,23.92,86.80000000000001,10.03,53.82000000000001,21.060000000000002,90.52,5.95,56.94,24.96,123838.8,39168.0,84663.59999999999,17125.8,77547.6,26161.2,3397.6,40.0,4811.2,LA maintained schools
SCH,936.0,136828.0,Collingwood College,GU15 4AE,314.0,28.6,26.0,150.0,113.0,48.0,15.0,266.0,67.0,71.0,31.0,61.0,82.0,12.0,65.0,89.0,63.0,4.0,50.0,96.0,115.0,23.0,69.0,75.0,1007.7,974.4,1014.0,1007.1,13.0,27.0,184.0,69.0,0.0,34.0,74.0,13.0,41.0,0.0,7.0,48.0,6.0,26.0,973.2,1014.1,41.4,Linked to a trust/single academy trust,Collingwood College,Academy Converter,Surrey,South East,197.0,13.0,184.0,1.04,75.0,108.47999999999999,235.5,216.66000000000003,26.450000000000003,0.3744,28.355600000000003,0.0,2.3800000000000003,35.519999999999996,210.38000000000002,8.06,91.5,92.66000000000001,222.94,3.12,97.5,100.57000000000001,316417.8,46713.600000000006,269750.60000000003,25334.399999999998,152100.0,113802.3,8980.4,48.0,12999.6,Academies
