,LEA_CODE,LEA_NAME,LEA_REGION,PTAC5EM_PTQ_eduvis,PTAC5EMFSM_PTQ_eduvis,PTAC5EMNFSM_PTQ_eduvis,PTAC5EMLO_PTQ_eduvis,PTAC5EMAV_PTQ_eduvis,PTAC5EMHI_PTQ_eduvis,PTEBACMAT_PTQ_eduvis,PTEBACENG_PTQ_eduvis,PTEBACC_PTQ_eduvis,PTEBACC_FSM_PTQ_eduvis,PTEBACC_NFSM_PTQ_eduvis,PTEBACCLO_PTQ_eduvis,PTEBACCAV_PTQ_eduvis,PTEBACCHI_PTQ_eduvis,PT24ENGPRG_PTQ_eduvis,PT24ENGPRGLO_PTQ_eduvis,PT24ENGPRGAV_PTQ_eduvis,PT24ENGPRGHI_PTQ_eduvis,PT24MATHPRG_PTQ_eduvis,PT24MATHPRGLO_PTQ_eduvis,PT24MATHPRGAV_PTQ_eduvis,PT24MATHPRGHI_PTQ_eduvis,B8VAMEA_PTQ_eduvis,B8VAMEA_FSM_PTQ_eduvis,B8VAMEA_NFSM_PTQ_eduvis,B8VAMEA_LO_PTQ_eduvis,B8VAMEA_AV_PTQ_eduvis,B8VAMEA_HI_PTQ_eduvis,TTAPSPEPP_PTQ_eduvis,PTAC5EM_PTQ_dfe,PTAC5EMFSM_PTQ_dfe,PTAC5EMNFSM_PTQ_dfe,PTAC5EMLO_PTQ_dfe,PTAC5EMAV_PTQ_dfe,PTAC5EMHI_PTQ_dfe,PTEBACMAT_PTQ_dfe,PTEBACENG_PTQ_dfe,PTEBACC_PTQ_dfe,PTEBACC_FSM_PTQ_dfe,PTEBACC_NFSM_PTQ_dfe,PTEBACCLO_PTQ_dfe,PTEBACCAV_PTQ_dfe,PTEBACCHI_PTQ_dfe,PT24ENGPRG_PTQ_dfe,PT24ENGPRGLO_PTQ_dfe,PT24ENGPRGAV_PTQ_dfe,PT24ENGPRGHI_PTQ_dfe,PT24MATHPRG_PTQ_dfe,PT24MATHPRGLO_PTQ_dfe,PT24MATHPRGAV_PTQ_dfe,PT24MATHPRGHI_PTQ_dfe,B8VAMEA_PTQ_dfe,B8VAMEA_FSM_PTQ_dfe,B8VAMEA_NFSM_PTQ_dfe,B8VAMEA_LO_PTQ_dfe,B8VAMEA_AV_PTQ_dfe,B8VAMEA_HI_PTQ_dfe,TTAPSPEPP_PTQ_dfe,PTAC5EM_PTQ_VARIANCE,PTAC5EMFSM_PTQ_VARIANCE,PTAC5EMNFSM_PTQ_VARIANCE,PTAC5EMLO_PTQ_VARIANCE,PTAC5EMAV_PTQ_VARIANCE,PTAC5EMHI_PTQ_VARIANCE,PTEBACMAT_PTQ_VARIANCE,PTEBACENG_PTQ_VARIANCE,PTEBACC_PTQ_VARIANCE,PTEBACC_FSM_PTQ_VARIANCE,PTEBACC_NFSM_PTQ_VARIANCE,PTEBACCLO_PTQ_VARIANCE,PTEBACCAV_PTQ_VARIANCE,PTEBACCHI_PTQ_VARIANCE,PT24ENGPRG_PTQ_VARIANCE,PT24ENGPRGLO_PTQ_VARIANCE,PT24ENGPRGAV_PTQ_VARIANCE,PT24ENGPRGHI_PTQ_VARIANCE,PT24MATHPRG_PTQ_VARIANCE,PT24MATHPRGLO_PTQ_VARIANCE,PT24MATHPRGAV_PTQ_VARIANCE,PT24MATHPRGHI_PTQ_VARIANCE,B8VAMEA_PTQ_VARIANCE,B8VAMEA_FSM_PTQ_VARIANCE,B8VAMEA_NFSM_PTQ_VARIANCE,B8VAMEA_LO_PTQ_VARIANCE,B8VAMEA_AV_PTQ_VARIANCE,B8VAMEA_HI_PTQ_VARIANCE,TTAPSPEPP_PTQ_VARIANCE
83,926,Norfolk,Eastern England,53.3901272,31.29251701,59.73265245,4.301518438,48.7132759,92.80934183,66.78655619,67.01563776,27.25172754,1.747896389,12.71267648,0.015184382,4.205654959,40.21698514,71.28883184,52.22848879,69.24077756,86.30573248,65.58968374,27.35213304,66.63574111,85.52653928,100021.6256,97727.51962,100693.7609,99895.19884,100050.1944,100019.6943,3831.680476,52.7,30.3,59.3,4,48.8,92.8,65.9,66.2,21,6.3,25.4,0.3,10.8,54.4,70.4,48.6,69.3,86.3,64.8,25.5,66.6,85.6,,,,,,,37.9,-0.690127203,-0.992517007,-0.432652448,-0.301518438,0.0867241,-0.009341826,-0.886556191,-0.815637764,-6.251727542,4.552103611,12.68732352,0.284815618,6.594345041,14.18301486,-0.888831836,-3.628488792,0.059222443,-0.005732484,-0.789683744,-1.852133044,-0.035741109,0.073460722,,,,,,,-3793.780476
129,357,Tameside,North West,54.38134637,33.6416185,64.3812709,5.646039604,48.39758179,90.88805031,64.63595337,69.7374953,24.02807971,2.381618497,14.84750836,0.02970297,4.771692745,38.1836478,69.90898834,45.75247525,69.68990043,82.97610063,60.60135389,24.18316832,62.07681366,76.79622642,99262.55359,97269.63006,100214.9331,99006.83168,99634.28876,98773.88679,3838.322678,53.7,32.9,63.9,5.3,48.5,90.9,64,68.7,19.9,8.5,25.5,0.2,10.7,47.9,69.1,42.8,69.6,82.9,59.9,22.7,62,76.7,,,,,,,37.9,-0.681346371,-0.741618497,-0.481270903,-0.346039604,0.102418208,0.011949686,-0.635953366,-1.037495299,-4.12807971,6.118381503,10.65249164,0.17029703,5.928307255,9.716352201,-0.808988341,-2.952475248,-0.089900427,-0.076100629,-0.701353892,-1.483168317,-0.076813656,-0.096226415,,,,,,,-3800.422678
58,921,Isle of Wight,South East,45.8781362,29.50819672,51.70068027,1.470852018,38.35044929,90.05540166,59.68100358,62.7734767,15.54347826,0.766284153,4.964421769,0,0.889602054,24.67867036,67.31182796,50.5426009,64.58151476,83.11080332,58.00573477,17.53811659,57.30166881,83.62049861,98106.87455,94634.39891,99339.17396,96906.23318,98197.8819,98608.25485,3640.910394,45.2,28.4,51.4,1.2,38,90.3,58.8,61.9,13.8,5.5,16.8,0,5.1,42.2,66.2,46.1,64.4,83.6,57,16,57.2,83.9,,,,,,,35.9,-0.678136201,-1.108196721,-0.300680272,-0.270852018,-0.350449294,0.244598338,-0.881003584,-0.873476703,-1.743478261,4.733715847,11.83557823,0,4.210397946,17.52132964,-1.111827957,-4.442600897,-0.181514763,0.489196676,-1.005734767,-1.538116592,-0.101668806,0.279501385,,,,,,,-3605.010394
7,889,Blackburn with Darwen,North West,55.25672372,41.04046243,61.86213071,6.942528736,53.74479737,92.65012407,67.65709046,67.13508557,27.10806175,5.76256262,11.83883617,0.862068966,6.265060241,41.82382134,71.46882641,48.43295019,70.90690033,87.63027295,66.04400978,29.88122605,68.41292442,83.85856079,100122.2066,98603.10212,100812.6768,99609.38697,100385.5641,99698.11414,3922.94621,54.6,39.9,61.5,6.6,53.8,92.6,66.7,66.1,20.6,12.9,24.2,1.5,12.4,53.8,70.4,46.5,70.8,87.6,65,28.7,68.3,83.6,,,,,,,38.8,-0.656723716,-1.140462428,-0.362130707,-0.342528736,0.055202629,-0.050124069,-0.957090465,-1.035085575,-6.50806175,7.13743738,12.36116383,0.637931034,6.134939759,11.97617866,-1.068826406,-1.932950192,-0.106900329,-0.030272953,-1.04400978,-1.181226054,-0.112924425,-0.258560794,,,,,,,-3884.14621
146,868,Windsor and Maidenhead,South East,62.93845136,35.14644351,68.16037736,6.217877095,57.36278447,95.15778252,73.98941099,74.29450695,36.48053691,3.819748954,21.69254717,0.067039106,8.365461847,60.09381663,77.8166777,64.82681564,72.99732262,89.42430704,72.54864328,31.91061453,72.13119143,87.73773987,100962.9054,98217.07113,101505.5267,100571.1173,101213.0254,100838.2303,4063.110523,62.3,34.1,67.7,5.6,57.3,95.1,73.1,73.6,32.8,12.6,36.7,0.5,18.3,70.1,77.1,59.5,72.9,89.3,72,29.2,72.2,87.6,,,,,,,40.2,-0.638451357,-1.046443515,-0.460377358,-0.617877095,-0.062784471,-0.057782516,-0.889410986,-0.694506949,-3.680536913,8.780251046,15.00745283,0.432960894,9.934538153,10.00618337,-0.716677697,-5.326815642,-0.097322624,-0.124307036,-0.548643283,-2.710614525,0.068808568,-0.137739872,,,,,,,-4022.910523
36,332,Dudley,West Midlands,53.93667694,32.75862069,61.37826581,4.404715128,47.29847716,90.14324569,67.82959519,68.45103939,22.50254237,1.922176724,9.510302916,0.058939096,2.598477157,29.98730734,70.45568928,49.08447937,69.19086294,82.12420671,64.68599562,27.40667976,65.09086294,80.24660018,99485.61816,97622.86638,100116.4862,99749.68566,99604.69036,99110.27199,3917.521882,53.3,31.4,61.2,3.8,47.3,90.2,66.5,67,18.6,7.3,22.6,0.3,9.1,44.7,69,44.3,69,82.1,63.3,24.7,65,80.1,,,,,,,38.7,-0.63667694,-1.35862069,-0.178265808,-0.604715128,0.001522843,0.056754306,-1.329595186,-1.451039387,-3.902542373,5.377823276,13.08969708,0.241060904,6.501522843,14.71269266,-1.455689278,-4.784479371,-0.190862944,-0.024206709,-1.385995624,-2.706679764,-0.090862944,-0.146600181,,,,,,,-3878.821882
97,836,Poole,South West,57.42765273,37.26937269,61.68224299,5.163551402,44.53246753,92.39830508,69.24437299,67.48617363,38.20321637,4.660110701,19.66694704,0,4.991341991,41.23559322,71.3170418,52.3411215,63.27417027,87.45932203,65.91446945,20.67757009,61.66522367,86.64915254,100131.7621,97884.50185,100611.838,100234.6262,99837.21501,100505.2712,4048.81672,56.8,35.3,61.5,4.7,44.6,92.5,68.3,66.8,27.8,9.4,31.9,0,11.8,56.9,70.8,48.1,63.2,87.8,65.4,19,61.5,86.6,,,,,,,40,-0.627652733,-1.969372694,-0.182242991,-0.463551402,0.067532468,0.101694915,-0.94437299,-0.686173633,-10.40321637,4.739889299,12.23305296,0,6.808658009,15.66440678,-0.517041801,-4.241121495,-0.074170274,0.340677966,-0.514469453,-1.677570093,-0.165223665,-0.049152542,,,,,,,-4008.81672
107,333,Sandwell,West Midlands,51.30311615,37.20760234,60.22201665,8.205128205,52.52739375,90.49076517,60.68696884,67.8776204,17.53830439,2.191549708,7.10779371,0.002849003,2.491551459,31.72559367,72.52181303,62.84615385,74.38504864,78.20448549,59.46487252,30.37037037,62.81771633,78.98416887,99425.91501,97781.18421,100495.6568,100460.5698,99371.5361,98610.36939,3712.291785,50.7,36.4,60,7.9,52.6,90.5,60.1,67.2,13.6,8.1,17.2,0.1,8.1,42.5,71.8,60.2,74.2,78.2,58.7,29,62.6,78.9,,,,,,,36.7,-0.603116147,-0.807602339,-0.222016651,-0.305128205,0.072606247,0.009234828,-0.586968839,-0.677620397,-3.938304392,5.908450292,10.09220629,0.097150997,5.608448541,10.77440633,-0.721813031,-2.646153846,-0.185048643,-0.004485488,-0.764872521,-1.37037037,-0.217716334,-0.084168865,,,,,,,-3675.591785
91,892,Nottingham,East Midlands,45.19049415,32.22314738,55.93103448,5.728280961,41.71014493,86.94769231,59.82384006,59.24028668,23.87731481,2.290641132,12.97155862,0.14232902,4.385202136,31.77076923,64.74311581,50.99815157,63.22044241,79.83076923,56.02791399,27.85767098,58.48588863,74.02153846,97133.82874,94823.33056,99132.05517,97313.5305,96751.43402,97810.84615,3621.946435,44.6,31.4,55.7,5.5,41.7,86.9,59.1,58.5,15.6,6.4,23.4,0.9,9.1,42.9,64,49,63.6,79.7,55.3,26.6,58.4,74.2,,,,,,,35.8,-0.590494153,-0.823147377,-0.231034483,-0.228280961,-0.010144928,-0.047692308,-0.72384006,-0.740286684,-8.277314815,4.109358868,10.42844138,0.75767098,4.714797864,11.12923077,-0.743115805,-1.998151571,0.37955759,-0.130769231,-0.727913995,-1.25767098,-0.085888635,0.178461538,,,,,,,-3586.146435
18,351,Bury,North West,57.47236905,41.2109375,62.77884003,4.247933884,43.77281369,94.48541114,68.37333966,70.71394687,34.84257426,6.451816406,20.85217336,0.462809917,6.870722433,49.02519894,72.38377609,56.40909091,66.11787072,86.57029178,63.37950664,23.16115702,59.18155894,81.21485411,100449.815,99322.96875,100826.5137,101429.0083,100621.7681,99861.48541,4049.810247,56.9,40.5,62.3,4,43.7,94.6,67.7,70,30.4,15.5,35.2,1.2,14.8,62.6,71.7,54.4,66.2,86.5,62.6,22.3,59.2,81,,,,,,,40.1,-0.572369053,-0.7109375,-0.478840025,-0.247933884,-0.072813688,0.114588859,-0.673339658,-0.713946869,-4.442574257,9.048183594,14.34782664,0.737190083,7.929277567,13.57480106,-0.683776091,-2.009090909,0.082129278,-0.070291777,-0.779506641,-0.861157025,0.018441065,-0.214854111,,,,,,,-4009.710247
92,891,Nottinghamshire,East Midlands,58.55920973,36.0780065,64.9883811,3.97151277,49.6955711,92.88170515,71.26466691,69.1563667,29.53054368,2.542854821,15.20589466,0.014734774,3.99020979,42.05044405,70.97120829,48.12278978,67.2025641,84.90905861,65.27827973,23.55304519,64.18857809,81.91083481,99132.45633,96361.66306,99926.72657,98793.08448,99136.28904,99257.97513,3952.8093,58,35.1,64.7,3.7,49.7,92.9,70.6,68.6,25.3,10,29.8,0.3,12.1,55.9,70.3,45.3,67.3,84.8,64.7,22.2,64.2,81.9,,,,,,,39.2,-0.559209734,-0.978006501,-0.2883811,-0.27151277,0.004428904,0.018294849,-0.664666908,-0.556366703,-4.230543677,7.457145179,14.59410534,0.285265226,8.10979021,13.84955595,-0.671208288,-2.822789784,0.097435897,-0.109058615,-0.578279725,-1.353045187,0.011421911,-0.010834813,,,,,,,-3913.6093
110,893,Shropshire,West Midlands,56.61116552,33.90804598,61.27508855,2.393203883,49.67870722,93.81069519,67.72575906,68.81554032,26.6202119,2.25032567,13.05329398,0.038834951,5.162230672,36.05454545,69.83545544,52.17475728,65.67490494,83.78930481,64.86940908,25.64320388,63.35804816,84.20962567,99770.59419,97208.659,100302.7194,99485.12136,99849.56907,99686.52406,3974.090761,56.1,33,61,2.3,49.4,93.7,67.2,68.2,23.9,8.6,27.1,0.5,13,52.5,69.4,49.9,65.5,83.9,64.4,24.7,63.1,84,,,,,,,39.5,-0.511165524,-0.908045977,-0.275088548,-0.093203883,-0.278707224,-0.110695187,-0.52575906,-0.61554032,-2.720211899,6.34967433,14.04670602,0.461165049,7.837769328,16.44545455,-0.435455436,-2.274757282,-0.174904943,0.110695187,-0.469409076,-0.943203883,-0.258048162,-0.209625668,,,,,,,-3934.590761
23,895,Cheshire East,North West,62.00260078,33.49282297,67.55748912,3.398568019,50.86712914,94.1786462,71.13029909,73.19141743,31.91013384,2.798628389,15.95706339,0.016706444,4.96638207,38.90579204,74.19557867,50.33412888,69.69583778,86.931612,66.97945384,21.85441527,62.76360726,85.25261689,100282.9935,97216.85805,100890.0684,100071.3842,100167.476,100475.6943,4107.20156,61.5,32.7,67.2,3.2,50.6,94.2,70.6,72.7,27.9,8.6,31.7,0.5,13.5,55.4,73.7,47.7,69.4,87,66.5,20.8,62.6,85.3,,,,,,,40.8,-0.50260078,-0.792822967,-0.357489124,-0.198568019,-0.267129136,0.021353803,-0.53029909,-0.491417425,-4.010133843,5.801371611,15.74293661,0.483293556,8.53361793,16.49420796,-0.495578674,-2.634128878,-0.29583778,0.068387997,-0.479453836,-1.054415274,-0.163607257,0.047383112,,,,,,,-4066.40156
32,830,Derbyshire,East Midlands,54.15806726,32.26170333,60.16398515,2.10273327,43.71533713,89.75665129,69.57933714,64.07854802,23.59256449,1.910987028,9.725409963,0.001885014,2.377492877,28.76303654,64.54097366,38.7068803,60.42616334,80.33557999,64.24487071,18.03016023,62.86728395,83.35083363,98635.35632,95582.2053,99466.05043,97453.13855,98707.80152,98950.77332,3914.524706,53.7,31.6,59.9,2,43.7,89.7,69.1,63.5,20,7.6,23.4,0.1,8.4,45.4,64.1,36.4,60.4,80.3,63.7,17,62.9,83.4,,,,,,,38.8,-0.458067257,-0.661703328,-0.263985149,-0.10273327,-0.015337132,-0.056651295,-0.479337137,-0.578548015,-3.592564492,5.689012972,13.67459004,0.098114986,6.022507123,16.63696346,-0.440973655,-2.306880302,-0.026163343,-0.035579993,-0.544870705,-1.030160226,0.032716049,0.049166371,,,,,,,-3875.724706
57,313,Hounslow,London,66.5403562,52.38095238,73.90552995,13.11145511,64.54903475,96.96115288,77.50701023,76.95339144,40.01582932,11.55875969,28.72213134,0.253869969,15.03243243,62.1716792,82.24137931,71.44582043,79.81544402,91.05513784,78.40545661,44.99071207,79.24247104,91.12781955,102498.848,101458.8372,103082.1083,103993.9319,102699.2201,101682.5313,4153.327018,66.1,51.5,73.8,12.2,64.6,96.9,76.7,76.4,36.7,24,43.4,1.5,26.2,72.8,81.5,67.2,79.7,91,77.7,42.1,79.1,91.1,,,,,,,41.1,-0.440356196,-0.880952381,-0.105529954,-0.911455108,0.050965251,-0.061152882,-0.807010231,-0.553391436,-3.315829319,12.44124031,14.67786866,1.246130031,11.16756757,10.6283208,-0.74137931,-4.245820433,-0.115444015,-0.055137845,-0.705456612,-2.890712074,-0.142471042,-0.027819549,,,,,,,-4112.227018
19,381,Calderdale,Yorkshire & Humberside,60.42801556,39.3258427,67.18027735,4.562111801,50.96753761,94.18660812,70.31400778,71.16498054,36.27991675,3.799695024,17.06348228,0.01552795,3.193190816,40.56201976,73.04007782,52.46583851,69.04750594,85.33150384,67.56964981,34.06521739,63.48772763,84.47859495,100379.1323,98286.09952,101042.9224,100519.1925,100615.8274,99945.72997,4090.404669,60,38.8,66.9,4.2,51.2,94.2,69.8,70.7,24.2,10,28.8,0.3,10.7,52.1,72.6,50,69.4,85.3,66.9,32.5,63.6,84.3,,,,,,,40.6,-0.428015564,-0.525842697,-0.28027735,-0.362111801,0.232462391,0.013391877,-0.514007782,-0.464980545,-12.07991675,6.200304976,11.73651772,0.28447205,7.506809184,11.53798024,-0.440077821,-2.465838509,0.352494062,-0.031503842,-0.669649805,-1.565217391,0.112272367,-0.178594951,,,,,,,-4049.804669
12,380,Bradford,Yorkshire & Humberside,44.41535777,28.67231638,53.68829728,2.431318681,41.3829932,86.05953225,56.85078534,58.25776614,23.12985437,1.900112994,10.10028564,0.003663004,3.414285714,31.99433026,63.62076789,45.95054945,63.86904762,77.6009922,53.89179756,23.96703297,54.65680272,77.10985117,98623.28796,96480.54769,99884.82252,98506.95055,98776.92857,98438.02268,3676.373473,44,28.3,53.4,2.4,41.5,86.1,56.3,57.6,16.8,7.1,22.6,0.1,9.7,46.5,63,43.9,63.9,77.5,53.4,22.9,54.6,77,,,,,,,36.4,-0.415357766,-0.372316384,-0.288297282,-0.031318681,0.117006803,0.040467753,-0.55078534,-0.657766143,-6.329854369,5.199887006,12.49971436,0.096336996,6.285714286,14.50566974,-0.620767888,-2.050549451,0.030952381,-0.100992204,-0.491797557,-1.067032967,-0.056802721,-0.109851169,,,,,,,-3639.973473
75,821,Luton,Eastern England,54.51234318,41.60839161,61.37631742,9.209150327,54.82581156,93.98284734,68.92553622,68.63213274,23.18888889,6.4102331,11.21344699,0.244008715,7.142517815,38.62264151,75.47753946,59.60348584,75.4125099,88.00343053,70.20153784,43.22440087,72.82818686,84.16466552,101118.0291,100035.7459,101709.0143,102209.0632,101292.5653,99941.93825,3824.832052,54.1,41.2,61.1,8.9,54.7,93.5,68.4,68.2,20.8,14.6,24.1,1.5,13.8,52.6,74.8,58.1,75.2,87.6,69.6,42,72.7,83.8,,,,,,,38,-0.412343181,-0.408391608,-0.276317421,-0.309150327,-0.12581156,-0.482847341,-0.52553622,-0.43213274,-2.388888889,8.1897669,12.88655301,1.255991285,6.657482185,13.97735849,-0.677539458,-1.503485839,-0.212509897,-0.403430532,-0.601537839,-1.224400871,-0.128186857,-0.364665523,,,,,,,-3786.832052
26,908,Cornwall,South West,55.71124512,36.12197029,61.45905024,4.222754491,50.22818358,93.24433249,69.74964614,68.66932059,24.18761996,2.623924941,11.45684331,0.00239521,4.139948287,38.07619647,71.66454352,50.23712575,70.14770524,85.36209068,66.02229299,25.40239521,67.33678087,83.72858942,99729.37367,97372.51759,100436.1826,99326.28743,99772.15902,99879.86776,3894.899151,55.3,35.5,61.2,4,50.3,93.3,69.4,68.2,21.3,9.1,24.9,0.1,11,53.1,71.2,47.8,70.3,85.4,65.5,24.2,67.5,83.8,,,,,,,38.7,-0.411245122,-0.621970289,-0.259050241,-0.222754491,0.071816419,0.055667506,-0.349646143,-0.469320594,-2.887619962,6.476075059,13.44315669,0.09760479,6.860051713,15.02380353,-0.464543524,-2.437125749,0.152294764,0.03790932,-0.522292994,-1.20239521,0.163219134,0.071410579,,,,,,,-3856.199151
61,207,Kensington and Chelsea,London,74.19354839,64.89675516,81.97530864,28.97916667,65.20385675,93.51219512,82.83602151,83.06854839,46.14925373,16.2280531,33.01108642,0.1875,10.47658402,58.40418118,82.16801075,66.83333333,76.88980716,90.56097561,81.39247312,49.9375,76.51239669,90.89547038,101756.2634,100939.4985,102486.1975,102405.4167,101982.562,101429.7213,4258.051075,73.8,63.8,82.4,25,65.5,93.4,82.1,82.8,41.3,32.5,48.9,1.8,24.3,71.4,81.8,60.7,77.1,90.6,80.8,48.2,76.5,90.9,,,,,,,42.3,-0.393548387,-1.096755162,0.424691358,-3.979166667,0.296143251,-0.112195122,-0.736021505,-0.268548387,-4.849253731,16.2719469,15.88891358,1.6125,13.82341598,12.99581882,-0.368010753,-6.133333333,0.210192837,0.03902439,-0.592473118,-1.7375,-0.012396694,0.004529617,,,,,,,-4215.751075
39,811,East Riding of Yorkshire,Yorkshire & Humberside,58.11714362,31.78913738,63.41150016,3.8,50.06474104,94.10016978,70.48060979,70.11821343,28.99255398,1.926661342,12.71688082,0,4.212649402,40.75297114,71.99144156,49.87021277,68.70667331,86.27504244,68.43514309,27.76170213,67.32768924,86.46604414,99660.29152,96764.377,100236.5532,98059.19149,99746.11056,100151.5025,3962.369618,57.8,31.3,63.2,3.6,50.2,94.2,70,69.6,23.8,8,27,0,11.6,55.4,71.5,47.3,68.8,86.3,68.2,26.6,67.5,86.6,,,,,,,39.5,-0.317143621,-0.48913738,-0.211500161,-0.2,0.135258964,0.099830221,-0.480609789,-0.518213426,-5.192553984,6.073338658,14.28311918,0,7.387350598,14.64702886,-0.491441562,-2.570212766,0.093326693,0.024957555,-0.235143086,-1.161702128,0.172310757,0.133955857,,,,,,,-3922.869618
143,213,Westminster,London,68.41032609,62.66666667,75.73415765,24.8277512,64.66812227,95.42823529,77.72350543,79.0767663,40.63588391,13.51917576,31.5055796,1.95215311,14.09315866,58.05411765,83.60529891,79.38277512,79.25181951,90.76705882,79.27581522,54.80382775,78.42358079,89.85882353,103686.1345,103903.297,103378.0526,108158.7192,103624.3231,101424.5412,4237.554348,68.1,62.2,75.7,24.8,64.7,95.5,77.5,78.8,34.6,26.2,45.3,5.7,25.1,68,83,77.5,79.2,90.8,78.8,53.4,78.3,89.9,,,,,,,42.1,-0.310326087,-0.466666667,-0.034157651,-0.027751196,0.031877729,0.071764706,-0.223505435,-0.276766304,-6.035883905,12.68082424,13.7944204,3.74784689,11.00684134,9.945882353,-0.605298913,-1.88277512,-0.051819505,0.032941176,-0.475815217,-1.403827751,-0.123580786,0.041176471,,,,,,,-4195.454348
29,909,Cumbria,North West,57.29398664,32.98479087,63.19188192,5.081240768,49.41875,91.6,68.76764327,67.45163074,29.54469136,2.354515209,13.71232011,0.038404727,4.0125,37.69275362,68.23696333,44.74150665,64.59444444,82.81913043,65.15164916,25.05465288,62.875,83.70492754,99166.67772,94690.62738,100223.4064,98225.06647,99031.5,99728.9913,3936.849088,57,32.5,62.9,4.8,49.4,91.5,68.3,67,22.3,7.7,25.9,0.1,10.5,50.9,67.7,42.9,64.7,82.8,64.6,24,62.9,83.7,,,,,,,39.1,-0.293986637,-0.484790875,-0.291881919,-0.281240768,-0.01875,-0.1,-0.467643265,-0.451630735,-7.244691358,5.345484791,12.18767989,0.061595273,6.4875,13.20724638,-0.536963331,-1.841506647,0.105555556,-0.019130435,-0.551649162,-1.05465288,0.025,-0.004927536,,,,,,,-3897.749088
0,301,Barking and Dagenham,London,58.48341232,46.54586636,67.07416463,7.890243902,58.55901189,92.24067164,66.8957346,77.01279621,24.04409673,4.831053228,10.96453138,0.033536585,5.820677036,31.18470149,80.9549763,62.07926829,82.47118024,90.00186567,65.41137441,33.91768293,66.34492223,81.21641791,100029.6019,98639.4111,101075.7946,100901.5549,100203.9433,99324.49627,3898.341232,58.2,46.1,67.1,7.7,58.6,92.2,66.7,76.7,19.9,14.5,23.8,0.6,14.4,46.2,80.8,60.7,82.9,89.9,65.2,33,66.5,81.2,,,,,,,38.8,-0.283412322,-0.445866365,0.025835371,-0.190243902,0.040988106,-0.040671642,-0.195734597,-0.312796209,-4.144096728,9.668946772,12.83546862,0.566463415,8.579322964,15.01529851,-0.154976303,-1.379268293,0.428819762,-0.101865672,-0.211374408,-0.917682927,0.155077768,-0.01641791,,,,,,,-3859.541232
82,316,Newham,London,55.60129374,49.37137331,65.26631658,12.21674877,57.92179803,92.45989975,68.59952955,65.48191708,30.1842623,11.0553675,18.34468117,0.205254516,11.57450739,51.59022556,74.5886504,61.12315271,74.61206897,86.98245614,70.70361658,47.48932677,72.26970443,84.45112782,101662.2523,101051.3636,102655.3113,102989.2282,101840.7882,100473.609,3905.915907,55.4,49.1,65.1,12,57.8,92.5,68.4,65.3,25.6,21.8,31.7,1.6,20.7,60.4,74.8,60.2,74.6,87,70.5,46.9,72.2,84.5,,,,,,,38.9,-0.201293737,-0.271373308,-0.166316579,-0.216748768,-0.12179803,0.040100251,-0.19952955,-0.181917083,-4.584262295,10.7446325,13.35531883,1.394745484,9.125492611,8.809774436,0.211349603,-0.923152709,-0.012068966,0.01754386,-0.203616583,-0.589326765,-0.069704433,0.04887218,,,,,,,-3867.015907
55,919,Hertfordshire,Eastern England,66.68289121,42.03109815,71.62333236,6.278246206,57.51647811,95.6108424,77.523125,77.04085938,40.67386942,5.321739553,22.59591294,0.13153457,8.046237088,51.96977025,78.08070313,53.22934233,73.25184456,89.67351874,75.80484375,29.77065767,72.22216757,90.69709794,100790.1867,97944.4898,101293.8456,99790.24452,100827.2389,100981.5316,4190.457031,66.5,40,71.8,5.7,57.4,95.6,76.3,75.9,33,12.8,37.1,0.7,16.4,63.3,77,47.6,73.2,89.6,74.7,27.7,72.3,90.7,,,,,,,41.4,-0.182891214,-2.031098154,0.17666764,-0.578246206,-0.116478111,-0.010842402,-1.223125,-1.140859375,-7.673869424,7.478260447,14.50408706,0.56846543,8.353762912,11.33022975,-1.080703125,-5.629342327,-0.051844565,-0.073518742,-1.10484375,-2.070657673,0.077832432,0.002902056,,,,,,,-4149.057031
113,933,Somerset,South West,54.05200228,28.51365015,59.95327103,3.612667479,46.466171,93.36197441,65.13593867,68.4012715,25.17662474,1.693670374,11.10379439,0.012180268,3.220446097,36.58439976,70.64285714,48.09013398,68.35464684,84.61243144,63.37565445,21.65408039,61.92713755,86.04204753,99598.98841,96621.92113,100227.9907,99038.0268,99651.52416,99736.81292,3928.41997,53.9,27.8,59.9,3.6,46.4,93.4,64.6,67.7,21.2,7,24.5,0.1,9.6,52.1,69.9,46.2,68.3,84.6,62.9,21.2,61.9,86.1,,,,,,,39,-0.152002277,-0.713650152,-0.053271028,-0.012667479,-0.066171004,0.038025594,-0.535938669,-0.701271503,-3.976624738,5.306329626,13.39620561,0.087819732,6.379553903,15.51560024,-0.742857143,-1.890133983,-0.05464684,-0.012431444,-0.47565445,-0.45408039,-0.027137546,0.057952468,,,,,,,-3889.41997
