,LEA_CODE,LEA_NAME,LEA_REGION,PTAC5EM_PTQ_eduvis,PTAC5EMFSM_PTQ_eduvis,PTAC5EMNFSM_PTQ_eduvis,PTAC5EMLO_PTQ_eduvis,PTAC5EMAV_PTQ_eduvis,PTAC5EMHI_PTQ_eduvis,PTEBACMAT_PTQ_eduvis,PTEBACENG_PTQ_eduvis,PTEBACC_PTQ_eduvis,PTEBACC_FSM_PTQ_eduvis,PTEBACC_NFSM_PTQ_eduvis,PTEBACCLO_PTQ_eduvis,PTEBACCAV_PTQ_eduvis,PTEBACCHI_PTQ_eduvis,PT24ENGPRG_PTQ_eduvis,PT24ENGPRGLO_PTQ_eduvis,PT24ENGPRGAV_PTQ_eduvis,PT24ENGPRGHI_PTQ_eduvis,PT24MATHPRG_PTQ_eduvis,PT24MATHPRGLO_PTQ_eduvis,PT24MATHPRGAV_PTQ_eduvis,PT24MATHPRGHI_PTQ_eduvis,B8VAMEA_PTQ_eduvis,B8VAMEA_FSM_PTQ_eduvis,B8VAMEA_NFSM_PTQ_eduvis,B8VAMEA_LO_PTQ_eduvis,B8VAMEA_AV_PTQ_eduvis,B8VAMEA_HI_PTQ_eduvis,TTAPSPEPP_PTQ_eduvis,PTAC5EM_PTQ_dfe,PTAC5EMFSM_PTQ_dfe,PTAC5EMNFSM_PTQ_dfe,PTAC5EMLO_PTQ_dfe,PTAC5EMAV_PTQ_dfe,PTAC5EMHI_PTQ_dfe,PTEBACMAT_PTQ_dfe,PTEBACENG_PTQ_dfe,PTEBACC_PTQ_dfe,PTEBACC_FSM_PTQ_dfe,PTEBACC_NFSM_PTQ_dfe,PTEBACCLO_PTQ_dfe,PTEBACCAV_PTQ_dfe,PTEBACCHI_PTQ_dfe,PT24ENGPRG_PTQ_dfe,PT24ENGPRGLO_PTQ_dfe,PT24ENGPRGAV_PTQ_dfe,PT24ENGPRGHI_PTQ_dfe,PT24MATHPRG_PTQ_dfe,PT24MATHPRGLO_PTQ_dfe,PT24MATHPRGAV_PTQ_dfe,PT24MATHPRGHI_PTQ_dfe,B8VAMEA_PTQ_dfe,B8VAMEA_FSM_PTQ_dfe,B8VAMEA_NFSM_PTQ_dfe,B8VAMEA_LO_PTQ_dfe,B8VAMEA_AV_PTQ_dfe,B8VAMEA_HI_PTQ_dfe,TTAPSPEPP_PTQ_dfe,PTAC5EM_PTQ_VARIANCE,PTAC5EMFSM_PTQ_VARIANCE,PTAC5EMNFSM_PTQ_VARIANCE,PTAC5EMLO_PTQ_VARIANCE,PTAC5EMAV_PTQ_VARIANCE,PTAC5EMHI_PTQ_VARIANCE,PTEBACMAT_PTQ_VARIANCE,PTEBACENG_PTQ_VARIANCE,PTEBACC_PTQ_VARIANCE,PTEBACC_FSM_PTQ_VARIANCE,PTEBACC_NFSM_PTQ_VARIANCE,PTEBACCLO_PTQ_VARIANCE,PTEBACCAV_PTQ_VARIANCE,PTEBACCHI_PTQ_VARIANCE,PT24ENGPRG_PTQ_VARIANCE,PT24ENGPRGLO_PTQ_VARIANCE,PT24ENGPRGAV_PTQ_VARIANCE,PT24ENGPRGHI_PTQ_VARIANCE,PT24MATHPRG_PTQ_VARIANCE,PT24MATHPRGLO_PTQ_VARIANCE,PT24MATHPRGAV_PTQ_VARIANCE,PT24MATHPRGHI_PTQ_VARIANCE,B8VAMEA_PTQ_VARIANCE,B8VAMEA_FSM_PTQ_VARIANCE,B8VAMEA_NFSM_PTQ_VARIANCE,B8VAMEA_LO_PTQ_VARIANCE,B8VAMEA_AV_PTQ_VARIANCE,B8VAMEA_HI_PTQ_VARIANCE,TTAPSPEPP_PTQ_VARIANCE
147,344,Wirral,North West,61.12059158,36.04960142,72.97863427,5.235142119,48.4645006,92.48238897,72.12372014,72.84783845,51.22235434,5.598139947,34.17727273,0.062015504,7.444645006,57.23124043,73.12229807,49.89664083,67.23104693,86.15313936,69.41922639,30.27906977,64.51383875,85.49234303,99823.8851,96923.41895,101203.5065,98955.52972,99590.30686,100259.3032,4132.275313,60,34.8,72.3,4.7,48.4,92.7,70.9,71.6,32.7,11.5,43.1,0.7,13.7,66.5,72.1,45.7,67.1,86.3,68.3,27.9,64.2,85.7,,,,,,,40.9,-1.120591581,-1.249601417,-0.678634269,-0.535142119,-0.064500602,0.217611026,-1.223720137,-1.247838453,-18.52235434,5.901860053,8.922727273,0.637984496,6.255354994,9.268759571,-1.022298066,-4.196640827,-0.131046931,0.146860643,-1.119226394,-2.379069767,-0.313838748,0.207656968,,,,,,,-4091.375313
20,873,Cambridgeshire,Eastern England,56.99982738,33.03921569,62.12025979,2.852459016,49.08788191,94.4335512,67.57137925,70.27291559,33.19054653,3.204401961,19.30485439,0,7.324064538,52.78485839,73.26462973,49.73644388,69.80363886,88.32352941,65.00880373,20.407314,63.17439066,85.87581699,99645.68272,95817.07843,100494.1798,97605.63682,99558.93237,100673.5185,4016.894528,55.9,31.2,61.5,2.5,49,94.3,66.4,69,29,10.3,33.2,0,16.1,64,72,45.7,69.7,88.1,63.8,18.7,63,85.8,,,,,,,39.6,-1.099827378,-1.839215686,-0.620259795,-0.352459016,-0.087881909,-0.133551198,-1.171379251,-1.272915588,-4.190546529,7.095598039,13.89514561,0,8.775935462,11.21514161,-1.264629726,-4.036443884,-0.10363886,-0.223529412,-1.208803729,-1.707313997,-0.174390663,-0.075816993,,,,,,,-3977.294528
106,355,Salford,North West,48.39961203,32.1969697,58.50393701,4.844290657,41.30155979,88.72663139,61.74693107,64.17988669,26.24931129,2.860214646,13.5782126,0,4.725303293,35.41093474,65.59962229,48.70934256,64.10485269,77.07054674,57.70254958,23.95155709,57.63951473,74.40035273,97645.17941,95412.31061,98823.09449,98602.24913,97483.11958,97619.91182,3777.799811,47.3,30.5,57.8,4.3,41,88.4,59.8,62.1,18.4,8.6,24.5,0.3,10.9,45.9,63.9,43.7,63.8,76.6,56,21.6,57.2,74,,,,,,,37,-1.099612027,-1.696969697,-0.703937008,-0.544290657,-0.301559792,-0.326631393,-1.946931067,-2.079886686,-7.849311295,5.739785354,10.9217874,0.3,6.174696707,10.48906526,-1.699622285,-5.009342561,-0.304852686,-0.470546737,-1.702549575,-2.351557093,-0.439514731,-0.400352734,,,,,,,-3740.799811
5,303,Bexley,London,61.39846743,37.91469194,67.34693878,4.95890411,50.28628763,94.34219554,73.61621967,72.55810983,44.94904943,6.64478673,22.15541417,0.032876712,5.416053512,47.41680961,73.10249042,44.96164384,67.17525084,89.16380789,70.72796935,29.11506849,67.10100334,88.06946827,100376.6507,97821.18483,101034.1216,99083.9726,100630.194,100547.7873,4070.015964,60.3,36.3,66.6,4.5,49.9,94.2,72.3,71.3,28.3,12.4,32.4,0.5,11.8,60.2,72,40.8,66.8,89.1,69.8,26.6,66.6,88,,,,,,,40.2,-1.098467433,-1.614691943,-0.746938776,-0.45890411,-0.386287625,-0.14219554,-1.316219668,-1.258109834,-16.64904943,5.75521327,10.24458583,0.467123288,6.383946488,12.78319039,-1.102490421,-4.161643836,-0.375250836,-0.06380789,-0.927969349,-2.515068493,-0.501003344,-0.069468268,,,,,,,-4029.815964
142,938,West Sussex,South East,58.698024,32.90076336,63.5682375,5.444347826,51.96361896,94.14511665,69.04788459,72.47096618,31.56105919,2.091519084,14.84162271,0.043478261,6.109861178,38.87860815,75.51181961,58.98695652,71.8606989,87.94859628,67.96484422,27.56347826,66.87649593,86.88137604,100572.1397,97078.00763,101238.3946,100229.6609,100651.1297,100597.4061,3980.663111,57.6,31.2,62.8,5,51.9,94.1,67.8,71,24.6,7.7,28,0.5,14.1,54.2,74,53.4,71.8,88,66.8,25.3,66.8,86.8,,,,,,,39.2,-1.098024003,-1.700763359,-0.768237498,-0.444347826,-0.063618956,-0.045116647,-1.247884592,-1.470966178,-6.96105919,5.608480916,13.15837729,0.456521739,7.990138822,15.32139185,-1.511819614,-5.586956522,-0.060698899,0.051403717,-1.164844224,-2.263478261,-0.076495931,-0.081376038,,,,,,,-3941.463111
112,334,Solihull,West Midlands,61.89502386,35.7480315,69.11700739,6.006968641,48.92789757,93.42678571,70.59134288,74.92808453,33.30114943,3.11296063,18.81063071,0.142857143,4.944070081,44.21696429,73.1809816,52.25783972,68.11455526,85.23125,66.87695978,24.57491289,61.58355795,83.92410714,98926.37355,94979.10236,100017.003,97989.37282,98580.07412,99559.47321,4060.047716,60.8,34.4,68.3,5.2,48.8,93.4,69.3,73.5,28.9,10.6,34.2,0.9,13.7,57.2,71.9,45.5,67.8,85.1,65.8,22.6,61.4,83.9,,,,,,,40.1,-1.095023858,-1.348031496,-0.817007395,-0.806968641,-0.127897574,-0.026785714,-1.291342877,-1.428084526,-4.401149425,7.48703937,15.38936929,0.757142857,8.755929919,12.98303571,-1.280981595,-6.757839721,-0.314555256,-0.13125,-1.076959782,-1.974912892,-0.183557951,-0.024107143,,,,,,,-4019.947716
46,204,Hackney,London,59.88269795,53.40314136,68.14044213,18.24793388,65.86947368,93.7755102,71.78539326,70.48651685,42.50330396,15.98519372,28.68412224,1.575757576,24.24105263,64.16909621,77.86853933,66.56473829,79.54315789,90.27405248,76.58033708,58.53443526,78.79578947,90.84548105,103703.9888,102818.7749,104740.5202,105147.0799,103602.6737,102654.1399,4080.674157,58.8,51.8,66.9,16.6,65.9,94.1,70.2,68.9,34,27.3,41.8,3.5,33.8,74.5,76.4,61.1,79.5,90.4,75.1,53.4,78.8,90.7,,,,,,,40.1,-1.082697947,-1.603141361,-1.240442133,-1.647933884,0.030526316,0.324489796,-1.585393258,-1.586516854,-8.503303965,11.31480628,13.11587776,1.924242424,9.558947368,10.33090379,-1.468539326,-5.464738292,-0.043157895,0.125947522,-1.480337079,-5.134435262,0.004210526,-0.14548105,,,,,,,-4040.574157
150,885,Worcestershire,West Midlands,59.58109746,34.15525114,65.52755233,4.167045455,55.8030966,93.11712707,70.86480872,70.16963822,29.5257388,1.885954338,13.63120675,0.006818182,5.755974419,37.39502762,73.03029254,51.1125,71.14473241,85.86187845,69.79504933,25.22954545,71.77684281,87.91878453,100392.6173,96818.23744,101229.7907,98904.96591,100818.6503,100407.442,4021.585598,58.5,32.1,65,3.8,55.7,93.3,69.7,68.9,23.9,7.5,28,0.1,14.2,52.9,71.5,46,71.1,85.8,68.7,23.5,71.7,87.9,,,,,,,39.6,-1.081097455,-2.055251142,-0.527552328,-0.367045455,-0.1030966,0.182872928,-1.164808724,-1.269638221,-5.625738799,5.614045662,14.36879325,0.093181818,8.444025581,15.50497238,-1.530292539,-5.1125,-0.044732413,-0.061878453,-1.095049334,-1.729545455,-0.076842814,-0.01878453,,,,,,,-3981.985598
109,373,Sheffield,Yorkshire & Humberside,54.96527126,34.42408377,63.22716504,8.585365854,49.84183872,92.92024922,65.74357049,66.34785057,27.83022388,2.504319372,15.68153725,0.095440085,4.606544605,43.53021807,71.16313122,56.05620361,68.98480717,84.02305296,63.84644265,29.91092259,62.92325672,86.18255452,99559.61517,97367.82068,100424.4485,100129.5122,99080.45968,99857.30218,3852.641261,53.9,33,62.6,7.8,49.7,92.9,64.5,65,22.8,8.8,28.6,0.8,11.2,56.4,69.8,52.2,68.8,84,62.7,27.9,62.8,86.2,,,,,,,37.9,-1.06527126,-1.42408377,-0.627165043,-0.785365854,-0.141838722,-0.020249221,-1.24357049,-1.347850573,-5.030223881,6.295680628,12.91846275,0.704559915,6.593455395,12.86978193,-1.363131218,-3.856203606,-0.184807168,-0.02305296,-1.146442651,-2.010922587,-0.12325672,0.017445483,,,,,,,-3814.741261
86,802,North Somerset,South West,58.8619403,35.02304147,64.9122807,5.098039216,50.6263644,94.71145038,68.68283582,71.28544776,27.98550725,1.595967742,11.23651462,0.023529412,3.151973132,32.45801527,72.36940299,49.42352941,69.23173804,85.65801527,67.04477612,21.29019608,65.98320739,87.29618321,100220.7603,97043.75576,101030.7719,98361.17647,100435.6843,100573.084,3954.421642,57.8,33.6,64.1,4.5,50.5,94.7,67.5,70.1,20.7,5.1,24.8,0.3,9.9,49.2,71,43.8,69.4,85.6,66,18.8,65.9,87.2,,,,,,,39.1,-1.061940299,-1.423041475,-0.812280702,-0.598039216,-0.1263644,-0.011450382,-1.182835821,-1.185447761,-7.285507246,3.504032258,13.56348538,0.276470588,6.748026868,16.74198473,-1.369402985,-5.623529412,0.168261965,-0.058015267,-1.044776119,-2.490196078,-0.083207389,-0.096183206,,,,,,,-3915.321642
127,319,Sutton,London,73.16162747,47.50542299,78.49413886,5.713675214,56.66161616,97.09939302,78.62336693,84.78051512,60.64594972,10.48941432,37.35953111,0.025641026,7.803030303,61.80197269,85.97573722,63.17948718,80.68787879,93.15402124,77.89399029,28.48717949,67.07777778,94.13277693,102306.1105,99742.4295,102841.4202,102515.4701,101916.7576,102491.176,4463.348264,72.1,44.7,78.1,4.8,56.8,97,77.6,83.6,44.4,18.8,50,0.7,16.7,73.5,84.8,55.1,80.7,93.2,77.2,25,67.1,94.1,,,,,,,44.1,-1.061627473,-2.805422993,-0.394138864,-0.913675214,0.138383838,-0.09939302,-1.023366928,-1.180515118,-16.24594972,8.310585683,12.64046889,0.674358974,8.896969697,11.69802731,-1.175737215,-8.079487179,0.012121212,0.045978756,-0.693990295,-3.487179487,0.022222222,-0.032776935,,,,,,,-4419.248264
84,812,North East Lincolnshire,Yorkshire & Humberside,56.45821157,34.15559772,66.38513514,5.714285714,55.36212279,92.99065421,70.15955582,68.63471654,25.52797704,2.744402277,14.40039696,0.013937282,4.758584807,45.70560748,72.49678551,49.22996516,74.38293444,83.82943925,67.81823495,33.53658537,71.07284079,83.74065421,98869.63764,95807.72296,100223.5811,97772.47387,99332.15401,98528.66822,3811.034483,55.4,32.7,65.9,5,55.3,93,68.8,67.5,18.9,6.7,24.6,0.3,10.5,50.7,71.1,44.7,74.1,83.8,67,31.4,71.2,83.6,,,,,,,37.6,-1.058211572,-1.455597723,-0.485135135,-0.714285714,-0.062122789,0.009345794,-1.359555815,-1.13471654,-6.627977044,3.955597723,10.19960304,0.286062718,5.741415193,4.994392523,-1.396785506,-4.529965157,-0.282934443,-0.029439252,-0.81823495,-2.136585366,0.127159209,-0.140654206,,,,,,,-3773.434483
139,877,Warrington,North West,56.95504665,29.41176471,63.61242759,1.536,45.23039612,93.22317073,69.19338422,70.2408821,29.17058824,1.746623094,16.30326488,0,5.054163298,39.73658537,72.71416455,48.668,67.19159256,88.35609756,65.5754877,24.032,62.34033953,83.11341463,99523.8592,96084.18301,100360.4107,98766.44,99535.97413,99746.59756,4005.733673,55.9,27.7,63,1.4,45,93,68,69,25,6.8,29.6,0,11.7,54.6,71.4,44.1,67,88.3,64.4,22.4,61.9,83,,,,,,,39.7,-1.05504665,-1.711764706,-0.612427593,-0.136,-0.23039612,-0.223170732,-1.193384224,-1.240882103,-4.170588235,5.053376906,13.29673512,0,6.645836702,14.86341463,-1.314164546,-4.568,-0.191592563,-0.056097561,-1.175487701,-1.632,-0.440339531,-0.113414634,,,,,,,-3966.033673
103,354,Rochdale,North West,55.0443225,39.25438596,64.92793411,6.537037037,52.54821151,91.64511041,65.72984382,67.70367244,18.27044855,2.342061404,8.818249828,0.031746032,2.939346812,27.39274448,69.88813846,50.41534392,69.80093313,80.86908517,64.08737864,26.70899471,65.55365474,83.22555205,99544.39004,97690.69079,100693.6376,99575.74074,99725.93313,99177.52366,3830.075981,54,38,64.3,6,52.4,91.5,64.5,66.4,16.7,8.8,21.8,0.2,9.7,42.2,68.4,46,69.7,80.8,62.8,24.5,65.4,83.1,,,,,,,37.6,-1.044322499,-1.254385965,-0.627934111,-0.537037037,-0.148211509,-0.14511041,-1.229843816,-1.303672436,-1.570448549,6.457938596,12.98175017,0.168253968,6.760653188,14.80725552,-1.488138455,-4.415343915,-0.100933126,-0.069085174,-1.287378641,-2.208994709,-0.153654743,-0.12555205,,,,,,,-3792.475981
104,372,Rotherham,Yorkshire & Humberside,58.34340992,35.47400612,67.98452944,6.024875622,59.47803468,93.10792952,68.85006046,72.68258767,25.3953252,1.715494393,10.8373743,0.029850746,3.676878613,34.40969163,78.13996372,59.83747927,80.05606936,86.77863436,65.6076179,26.9800995,70.97572254,81.13546256,100025.0181,97785.58614,100962.1057,100303.267,100158.2486,99572.78634,3920.683192,57.3,34,67.4,5.5,59.4,93.1,67.6,71.4,18.7,7.3,23.6,0.3,11,47.5,76.8,55.4,79.9,86.9,64.4,25,70.9,81.3,,,,,,,38.8,-1.043409915,-1.474006116,-0.584529437,-0.524875622,-0.078034682,-0.007929515,-1.250060459,-1.282587666,-6.695325203,5.584505607,12.7626257,0.270149254,7.323121387,13.09030837,-1.339963724,-4.43747927,-0.156069364,0.121365639,-1.207617896,-1.980099502,-0.075722543,0.164537445,,,,,,,-3881.883192
72,209,Lewisham,London,52.83279595,41.84184184,62.20136519,8.923943662,52.41109155,91.2327044,63.03592814,71.09765085,20.43766234,3.494294294,11.41149317,0.056338028,4.670774648,33.16981132,77.62321511,65.88450704,76.4040493,88.44025157,63.3155228,37.67323944,65.71038732,77.37106918,100036.0203,98800.36036,101150.0768,100785.831,100163.213,99378.07128,3779.041916,51.8,40.6,61.6,8.1,52.4,91.2,61.9,69.8,17.4,11,23.1,0.5,12.2,46.8,76,60.9,76.6,88.4,62.4,34.8,65.9,77.3,,,,,,,37.2,-1.032795947,-1.241841842,-0.601365188,-0.823943662,-0.011091549,-0.032704403,-1.135928144,-1.297650852,-3.037662338,7.505705706,11.68850683,0.443661972,7.529225352,13.63018868,-1.623215108,-4.984507042,0.195950704,-0.040251572,-0.915522801,-2.873239437,0.189612676,-0.071069182,,,,,,,-3741.841916
125,394,Sunderland,North East,52.02544359,30.23952096,63.02267003,1.481876333,44.64929215,91.78471475,64.21527778,64.35780423,28.41072858,2.586127745,18.02267506,0.010660981,4.857786358,45.82454252,65.43419312,41.45628998,62.91634492,81.44025834,59.57308201,17.14925373,59.07722008,80.79763186,98751.1078,96642.55489,99740.97733,98456.07676,98798.89961,98706.87836,3775.023148,51,29,62.2,1.3,44.2,91.7,62.9,62.9,22.1,8,29.3,0.2,10.6,54.6,64,38.7,62.4,81.3,58.1,16.2,58.8,80.6,,,,,,,37.1,-1.025443589,-1.239520958,-0.822670025,-0.181876333,-0.449292149,-0.084714747,-1.315277778,-1.457804233,-6.310728583,5.413872255,11.27732494,0.189339019,5.742213642,8.775457481,-1.434193122,-2.756289979,-0.516344916,-0.140258342,-1.473082011,-0.949253731,-0.277220077,-0.197631862,,,,,,,-3737.923148
56,312,Hillingdon,London,59.82375979,39.31523022,67.65899865,9.898617512,54.47582205,94.59641256,70.73955614,72.39458225,29.67897977,4.247863046,14.40718539,0.115207373,6.352675693,37.26569507,74.4944517,57.07603687,72.2063185,85.36434978,69.83746736,37.33179724,68.67698259,87.14013453,101085.1501,99261.15702,101799.4497,102625.3687,101000.6061,100405.8969,3987.291123,58.8,38,66.9,9.1,54.4,94.5,69.5,71,24.1,12.5,28.7,1,15.4,53.2,73.1,52.6,72.1,85,68.8,34.1,68.5,87.1,,,,,,,39.3,-1.023759791,-1.315230224,-0.758998647,-0.798617512,-0.07582205,-0.096412556,-1.239556136,-1.394582245,-5.578979771,8.252136954,14.29281461,0.884792627,9.047324307,15.93430493,-1.394451697,-4.476036866,-0.106318504,-0.364349776,-1.037467363,-3.231797235,-0.176982592,-0.040134529,,,,,,,-3947.991123
131,883,Thurrock,Eastern England,59.02211874,39.51965066,66.11111111,11.76490066,59.03141361,95.13819095,71.8346915,69.71885914,27.17200675,2.306899563,12.27065873,0.11589404,5.145549738,44.57286432,72.27764843,56.62582781,73.00314136,83.02763819,73.9330617,42.44039735,76.8408377,90.2361809,101266.8161,98905.28384,102138.7857,101278.8079,101442.8377,100872.1608,3904.947614,58,38.3,65.3,11,58.9,95,70.7,68.6,20.8,7.8,25.5,0.9,13.4,55.5,71.3,52.4,72.8,82.9,72.9,39.4,76.6,90.2,,,,,,,38.6,-1.022118743,-1.219650655,-0.811111111,-0.764900662,-0.131413613,-0.138190955,-1.134691502,-1.118859139,-6.372006745,5.493100437,13.22934127,0.78410596,8.254450262,10.92713568,-0.977648428,-4.225827815,-0.203141361,-0.127638191,-1.0330617,-3.040397351,-0.240837696,-0.036180905,,,,,,,-3866.347614
144,359,Wigan,North West,59.02061856,33.25443787,67.2459388,2.677165354,49.54121475,92.03030303,67.68499427,72.56701031,25.09454266,1.94643787,12.43647526,0,3.563991323,32.79361179,74.2104811,46.47506562,72.39750542,85.36691237,62.12514318,17.34645669,59.45824295,80.4971335,99197.77491,96175.49112,100154.9452,98649.73753,99351.23102,99177.46929,3949.407216,58,31.8,66.7,2.3,49.3,92,66.5,71.5,21.5,7.6,26.2,0,9.9,47.3,73.2,42.6,72.5,85.4,61.2,15.6,59.3,80.6,,,,,,,39.1,-1.020618557,-1.45443787,-0.545938799,-0.377165354,-0.241214751,-0.03030303,-1.184994273,-1.067010309,-3.594542659,5.65356213,13.76352474,0,6.336008677,14.50638821,-1.0104811,-3.875065617,0.102494577,0.033087633,-0.925143184,-1.746456693,-0.15824295,0.102866503,,,,,,,-3910.307216
141,869,West Berkshire,South East,62.11477152,34.89208633,66.83291771,3.227678571,52.35869565,94.78700906,72.87778959,73.37991498,32.99575372,4.103345324,19.34502494,0.205357143,6.032608696,50.27945619,73.56163656,45.07142857,71.00652174,85.45166163,71.10255048,22.70089286,69.71956522,87.89274924,101465.6642,98953.48921,101917.9302,101714.8214,101725.0435,101006.4199,4074.872476,61.1,33,66.2,2.8,52.4,94.7,71.6,72.2,29.4,9.5,33,0.8,12.7,63.3,72.2,40.1,70.8,85.4,70,20.6,69.6,87.8,,,,,,,40.1,-1.01477152,-1.892086331,-0.632917706,-0.427678571,0.041304348,-0.087009063,-1.277789586,-1.179914984,-3.595753715,5.396654676,13.65497506,0.594642857,6.667391304,13.02054381,-1.361636557,-4.971428571,-0.206521739,-0.051661631,-1.102550478,-2.100892857,-0.119565217,-0.092749245,,,,,,,-4034.772476
81,391,Newcastle upon Tyne,North East,58.40592334,38.4253819,70.17301038,9.682065217,54.97567568,93.13080169,71.55444251,69.80052265,35.21861472,2.603842538,22.84973702,0.089673913,6.463963964,50.35864979,72.978223,56.32336957,70.41081081,85.7257384,66.77047038,32.19293478,68.96846847,80.46554149,99313.223,96758.39013,100838.7682,99722.33696,98935.95495,99635.13361,3974.412021,57.4,36.8,70,8.6,54.6,93.1,70.4,68.5,27.2,9.4,38.1,0.5,16.1,61.5,71.7,50.7,70.1,85.9,65.6,29.6,69,80.6,,,,,,,39.1,-1.005923345,-1.625381904,-0.173010381,-1.082065217,-0.375675676,-0.030801688,-1.154442509,-1.300522648,-8.018614719,6.796157462,15.25026298,0.410326087,9.636036036,11.14135021,-1.278222997,-5.623369565,-0.310810811,0.174261603,-1.170470383,-2.592934783,0.031531532,0.134458509,,,,,,,-3935.312021
28,306,Croydon,London,57.79540481,47.73251345,63.35456476,11.40909091,54.40836544,88.87747408,70.68654267,70.95021882,33.23751523,7.305887779,19.86613163,0.07231405,8.138690149,47.52120641,74.27106127,63.10743802,72.4766098,82.45523091,71.00765864,43.07438017,69.73637865,85.7860509,100886.5263,99696.70254,101557.8132,102813.657,100899.2405,99949.5099,3946.299234,56.8,46.2,62.8,10.1,54.5,88.9,69.5,69.8,25.6,16.2,30.9,0.7,15.9,57.4,73.1,56.9,72.6,82.5,69.9,38.8,69.8,85.8,,,,,,,39,-0.995404814,-1.532513451,-0.554564756,-1.309090909,0.091634562,0.022525919,-1.18654267,-1.150218818,-7.637515225,8.894112221,11.03386837,0.62768595,7.761309851,9.878793591,-1.171061269,-6.207438017,0.123390204,0.044769086,-1.107658643,-4.274380165,0.063621354,0.013949105,,,,,,,-3907.299234
22,823,Central Bedfordshire,Eastern England,58.08270677,30.18867925,62.6037571,2.220858896,49.43670886,94.44483159,70.67894737,69.0037594,24.25766284,1.08902965,11.42190039,0,3.808720113,36.3844367,71.19736842,45.55214724,67.65893108,87.09291521,67.29774436,22.66257669,66.25035162,85.8989547,99577.18045,95179.89218,100296.0769,98196.28834,99407.45429,100390.7085,3996.037594,57.1,28.4,62,1.9,49.2,94.5,69.5,67.9,23.2,5.8,26.1,0,11.6,52.7,70.1,40.4,67.5,87.1,66.2,20.8,66.1,85.8,,,,,,,39.3,-0.982706767,-1.788679245,-0.603757099,-0.320858896,-0.236708861,0.055168409,-1.178947368,-1.103759398,-1.057662835,4.71097035,14.67809961,0,7.791279887,16.3155633,-1.097368421,-5.152147239,-0.158931083,0.007084785,-1.097744361,-1.862576687,-0.150351617,-0.098954704,,,,,,,-3956.737594
11,867,Bracknell Forest,South East,57.98101812,31.79190751,62.57606491,3,52.55017301,94.92582418,65.66954271,74.07333909,23.27241379,0.427976879,7.148651116,0,2.098615917,22.8021978,77.33822261,49.23428571,76.32179931,91.8956044,64.18377912,19.97714286,63.94463668,85.42857143,100461.6566,96687.16763,101133.6207,99564.8,100589.0484,100632.4176,4024.003451,57,30.4,61.9,2.6,52.6,94.8,64.6,72.9,17.9,2.8,20.7,0,8.3,43.4,75.9,45,76.5,91.8,63.3,18.3,64,85.4,,,,,,,39.6,-0.981018119,-1.391907514,-0.676064909,-0.4,0.04982699,-0.125824176,-1.069542709,-1.173339085,-5.372413793,2.372023121,13.55134888,0,6.201384083,20.5978022,-1.438222606,-4.234285714,0.178200692,-0.095604396,-0.88377912,-1.677142857,0.055363322,-0.028571429,,,,,,,-3984.403451
38,307,Ealing,London,60.74279764,48.54368932,68.64988558,15.17211329,61.06240822,96.32539683,71.98681014,73.85421729,37.1951567,8.67309797,25.30090389,0.488017429,13.13436123,59.25793651,82.06629642,72.78213508,81.26725404,91.09920635,73.88892746,52.31808279,73.24302496,88.99470899,102260.7671,101282.7273,102993.8616,104922.5708,101843.7592,101476.4683,3987.226657,59.8,47.3,68,13.8,61,96.3,70.9,72.7,30.5,18.7,38.3,2.8,22.9,69.4,81.2,67.5,81.2,91,73,48.1,73.3,88.9,,,,,,,39.3,-0.94279764,-1.24368932,-0.649885584,-1.37211329,-0.062408223,-0.025396825,-1.086810135,-1.154217286,-6.695156695,10.02690203,12.99909611,2.311982571,9.765638767,10.14206349,-0.866296425,-5.282135076,-0.067254038,-0.099206349,-0.888927456,-4.218082789,0.056975037,-0.094708995,,,,,,,-3947.926657
3,800,Bath and North East Somerset,South West,62.83357593,35.04823151,67.77142857,3.152284264,50.85783366,94.2,73.01407084,74.62590975,35.1012024,4.002250804,20.06097143,0,6.547388781,50.98389262,74.18195051,54.40101523,68.65087041,86.12348993,68.58175643,16.50761421,65.06286267,85.17852349,99322.20281,95642.05788,100005.7086,97169.13706,99229.02321,100012.7383,4106.055313,61.9,33.3,67.2,2.8,50.5,94.3,71.9,73.4,30.7,10.1,34.5,0,14.8,61.5,73.2,50.9,68.2,86.1,67.6,15.3,64.8,85.3,,,,,,,40.6,-0.933575934,-1.748231511,-0.571428571,-0.352284264,-0.357833656,0.1,-1.114070839,-1.225909753,-4.401202405,6.097749196,14.43902857,0,8.252611219,10.51610738,-0.981950509,-3.501015228,-0.450870406,-0.023489933,-0.981756429,-1.207614213,-0.262862669,0.12147651,,,,,,,-4065.455313
